Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
THE QUINTET,42 Choa Chu Kang Street 64  #16-14 ,1,117,Strata,481212,-,4113,382,31-MAY-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689104,West Region,Choa Chu Kang
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #08-02 ,1,111,Strata,425000,-,3829,356,30-MAY-2005,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
CHESTERVALE,37 Bangkit Road  #07-04 ,1,131,Strata,430000,-,3282,305,28-MAY-2005,Executive Condominium,99 Yrs From 17/03/1997,1999,Resale,HDB,23,67,679976,West Region,Bukit Panjang
THE QUINTET,38 Choa Chu Kang Street 64  #18-07 ,1,117,Strata,513380,-,4388,408,26-MAY-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689102,West Region,Choa Chu Kang
NUOVO,23 Ang Mo Kio Avenue 9  #08-11 ,1,144,Strata,636240,-,4418,410,24-MAY-2005,Executive Condominium,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio
LA CASA,58 Woodlands Drive 16  #05-18 ,1,117,Strata,481090,-,4112,382,21-MAY-2005,Executive Condominium,99 Yrs From 13/09/2004,Uncompleted,New Sale,HDB,25,73,737897,North Region,Woodlands
NUOVO,21 Ang Mo Kio Avenue 9  #15-04 ,1,119,Strata,541200,-,4548,423,20-MAY-2005,Executive Condominium,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569786,North East Region,Ang Mo Kio
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #02-02 ,1,111,Strata,365000,-,3288,305,18-MAY-2005,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
THE QUINTET,40 Choa Chu Kang Street 64  #18-12 ,1,145,Strata,600636,-,4142,385,17-MAY-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,Private,23,68,689103,West Region,Choa Chu Kang
WINDERMERE,32 Choa Chu Kang Street 64  #12-02 ,1,119,Strata,412000,-,3462,322,17-MAY-2005,Executive Condominium,99 Yrs From 03/03/1997,1999,Resale,Private,23,68,689099,West Region,Choa Chu Kang
LA CASA,58 Woodlands Drive 16  #09-19 ,1,104,Strata,438830,-,4220,392,15-MAY-2005,Executive Condominium,99 Yrs From 13/09/2004,Uncompleted,New Sale,Private,25,73,737897,North Region,Woodlands
LA CASA,58 Woodlands Drive 16  #11-20 ,1,91,Strata,374670,-,4117,383,14-MAY-2005,Executive Condominium,99 Yrs From 13/09/2004,Uncompleted,New Sale,HDB,25,73,737897,North Region,Woodlands
LA CASA,58 Woodlands Drive 16  #09-20 ,1,91,Strata,368800,-,4053,377,14-MAY-2005,Executive Condominium,99 Yrs From 13/09/2004,Uncompleted,New Sale,HDB,25,73,737897,North Region,Woodlands
LA CASA,58 Woodlands Drive 16  #04-17 ,1,113,Strata,456730,-,4042,375,13-MAY-2005,Executive Condominium,99 Yrs From 13/09/2004,Uncompleted,New Sale,HDB,25,73,737897,North Region,Woodlands
PINEVALE,4 Tampines Street 73  #06-03 ,1,120,Strata,510000,-,4250,395,11-MAY-2005,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528824,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #07-06 ,1,90,Strata,375000,-,4167,387,09-MAY-2005,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529863,East Region,Tampines
THE QUINTET,36 Choa Chu Kang Street 64  #16-03 ,1,117,Strata,508666,-,4348,404,04-MAY-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689101,West Region,Choa Chu Kang
PINEVALE,8 Tampines Street 73  #13-04 ,1,119,Strata,470000,-,3950,367,29-APR-2005,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528826,East Region,Tampines
THE QUINTET,38 Choa Chu Kang Street 64  #20-07 ,1,117,Strata,513138,-,4386,407,27-APR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689102,West Region,Choa Chu Kang
PINEVALE,2 Tampines Street 73  #01-04 ,1,153,Strata,473955,-,3098,288,27-APR-2005,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528823,East Region,Tampines
THE QUINTET,40 Choa Chu Kang Street 64  #08-09 ,1,145,Strata,589810,-,4068,378,27-APR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689103,West Region,Choa Chu Kang
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #02-01 ,1,128,Strata,430000,-,3359,312,26-APR-2005,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529866,East Region,Tampines
WINDERMERE,22 Choa Chu Kang Street 64  #07-04 ,1,133,Strata,480000,-,3609,335,25-APR-2005,Executive Condominium,99 Yrs From 03/03/1997,1999,Resale,Private,23,68,689094,West Region,Choa Chu Kang
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #01-05 ,1,148,Strata,468000,-,3162,294,19-APR-2005,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #03-02 ,1,111,Strata,405000,-,3649,339,19-APR-2005,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529861,East Region,Tampines
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #11-01 ,1,128,Strata,470000,-,3672,341,18-APR-2005,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529868,East Region,Tampines
EASTVALE,33 Pasir Ris Drive 3  #09-03 ,1,119,Strata,480000,-,4034,375,15-APR-2005,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519492,East Region,Pasir Ris
THE QUINTET,40 Choa Chu Kang Street 64  #10-10 ,1,117,Strata,471272,-,4028,374,13-APR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689103,West Region,Choa Chu Kang
THE QUINTET,36 Choa Chu Kang Street 64  #09-02 ,1,117,Strata,490144,-,4189,389,13-APR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689101,West Region,Choa Chu Kang
THE QUINTET,42 Choa Chu Kang Street 64  #07-14 ,1,118,Strata,461920,-,3915,364,11-APR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689104,West Region,Choa Chu Kang
THE DEW,32 Bukit Batok Street 21  #06-11 ,1,112,Strata,465000,-,4152,386,06-APR-2005,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,Private,23,65,659637,West Region,Bukit Batok
THE QUINTET,36 Choa Chu Kang Street 64  #11-01 ,1,120,Strata,488380,-,4070,378,05-APR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689101,West Region,Choa Chu Kang
THE QUINTET,40 Choa Chu Kang Street 64  #08-11 ,1,117,Strata,470740,-,4023,374,05-APR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689103,West Region,Choa Chu Kang
THE QUINTET,40 Choa Chu Kang Street 64  #11-10 ,1,117,Strata,477796,-,4084,379,05-APR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689103,West Region,Choa Chu Kang
THE QUINTET,42 Choa Chu Kang Street 64  #11-13 ,1,145,Strata,583636,-,4025,374,05-APR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689104,West Region,Choa Chu Kang
THE QUINTET,44 Choa Chu Kang Street 64  #14-18 ,1,117,Strata,489262,-,4182,388,05-APR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689105,West Region,Choa Chu Kang
THE QUINTET,38 Choa Chu Kang Street 64  #19-07 ,1,117,Strata,511374,-,4371,406,05-APR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689102,West Region,Choa Chu Kang
EASTVALE,35 Pasir Ris Drive 3  #06-08 ,1,102,Strata,418000,-,4098,381,04-APR-2005,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
WESTMERE,75 Jurong East Street 13  #03-04 ,1,102,Strata,385000,-,3775,351,01-APR-2005,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,22,60,609652,West Region,Jurong East
CHESTERVALE,41 Bangkit Road  #11-04 ,1,130,Strata,435000,-,3346,311,01-APR-2005,Executive Condominium,99 Yrs From 17/03/1997,1999,Resale,Private,23,67,679978,West Region,Bukit Panjang
THE QUINTET,36 Choa Chu Kang Street 64  #17-01 ,1,120,Strata,504256,-,4202,390,29-MAR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689101,West Region,Choa Chu Kang
THE QUINTET,40 Choa Chu Kang Street 64  #13-11 ,1,117,Strata,477796,-,4084,379,29-MAR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689103,West Region,Choa Chu Kang
WINDERMERE,22 Choa Chu Kang Street 64  #05-04 ,1,133,Strata,460000,-,3459,321,28-MAR-2005,Executive Condominium,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689094,West Region,Choa Chu Kang
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #08-06 ,1,90,Strata,365000,-,4056,377,28-MAR-2005,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529868,East Region,Tampines
WINDERMERE,28 Choa Chu Kang Street 64  #04-04 ,1,135,Strata,395000,-,2926,272,28-MAR-2005,Executive Condominium,99 Yrs From 03/03/1997,1999,Resale,Private,23,68,689097,West Region,Choa Chu Kang
WESTMERE,71 Jurong East Street 13  #18-08 ,1,102,Strata,412000,-,4039,375,23-MAR-2005,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,22,60,609650,West Region,Jurong East
THE QUINTET,36 Choa Chu Kang Street 64  #08-03 ,1,117,Strata,492150,-,4206,391,21-MAR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,Private,23,68,689101,West Region,Choa Chu Kang
WESTMERE,71 Jurong East Street 13  #06-06 ,1,103,Strata,400000,-,3883,361,15-MAR-2005,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,22,60,609650,West Region,Jurong East
CHESTERVALE,35 Bangkit Road  #08-01 ,1,117,Strata,400000,-,3419,318,08-MAR-2005,Executive Condominium,99 Yrs From 17/03/1997,1999,Resale,Private,23,67,679975,West Region,Bukit Panjang
THE QUINTET,40 Choa Chu Kang Street 64  #09-12 ,1,145,Strata,580108,-,4001,372,08-MAR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689103,West Region,Choa Chu Kang
WINDERMERE,32 Choa Chu Kang Street 64  #19-03 ,1,119,Strata,446000,-,3748,348,08-MAR-2005,Executive Condominium,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689099,West Region,Choa Chu Kang
THE QUINTET,42 Choa Chu Kang Street 64  #18-14 ,1,117,Strata,484852,-,4144,385,08-MAR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689104,West Region,Choa Chu Kang
THE QUINTET,36 Choa Chu Kang Street 64  #06-03 ,1,118,Strata,483330,-,4096,381,08-MAR-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689101,West Region,Choa Chu Kang
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #07-07 ,1,111,Strata,426000,-,3838,357,07-MAR-2005,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #02-01 ,1,128,Strata,445000,-,3477,323,04-MAR-2005,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529862,East Region,Tampines
PINEVALE,10 Tampines Street 73  #06-03 ,1,129,Strata,470000,-,3643,338,01-MAR-2005,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528827,East Region,Tampines
THE FLORIDA,70 Hougang Avenue 7  #04-05 ,1,114,Strata,466000,-,4088,380,26-FEB-2005,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,19,53,538804,North East Region,Hougang
THE QUINTET,38 Choa Chu Kang Street 64  #05-05 ,1,121,Strata,478100,-,3951,367,22-FEB-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,Private,23,68,689102,West Region,Choa Chu Kang
THE QUINTET,40 Choa Chu Kang Street 64  #10-11 ,1,117,Strata,467779,-,3998,371,21-FEB-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689103,West Region,Choa Chu Kang
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #07-02 ,1,111,Strata,438000,-,3946,367,17-FEB-2005,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #01-26 ,1,117,Strata,493950,-,4222,392,16-FEB-2005,Executive Condominium,99 Yrs From 23/07/2002,2005,New Sale,HDB,18,51,518770,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #09-02 ,1,111,Strata,438000,-,3946,367,15-FEB-2005,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
PINEVALE,4 Tampines Street 73  #13-04 ,1,231,Strata,750000,-,3247,302,08-FEB-2005,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528824,East Region,Tampines
WINDERMERE,28 Choa Chu Kang Street 64  #08-03 ,1,119,Strata,424000,-,3563,331,08-FEB-2005,Executive Condominium,99 Yrs From 03/03/1997,1999,Resale,Private,23,68,689097,West Region,Choa Chu Kang
THE QUINTET,46 Choa Chu Kang Street 64  #11-24 ,1,120,Strata,464808,-,3873,360,07-FEB-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689106,West Region,Choa Chu Kang
CHESTERVALE,33 Bangkit Road  #19-01 ,1,135,Strata,492800,-,3650,339,02-FEB-2005,Executive Condominium,99 Yrs From 17/03/1997,1999,Resale,HDB,23,67,679974,West Region,Bukit Panjang
THE QUINTET,38 Choa Chu Kang Street 64  #13-07 ,1,117,Strata,498527,-,4261,396,31-JAN-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689102,West Region,Choa Chu Kang
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #10-02 ,1,111,Strata,462000,-,4162,387,31-JAN-2005,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
CHESTERVALE,41 Bangkit Road  #15-03 ,1,132,Strata,465000,-,3523,327,29-JAN-2005,Executive Condominium,99 Yrs From 17/03/1997,1999,Resale,HDB,23,67,679978,West Region,Bukit Panjang
THE QUINTET,38 Choa Chu Kang Street 64  #10-08 ,1,145,Strata,603344,-,4161,387,27-JAN-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689102,West Region,Choa Chu Kang
THE QUINTET,36 Choa Chu Kang Street 64  #10-02 ,1,117,Strata,495678,-,4237,394,27-JAN-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689101,West Region,Choa Chu Kang
WESTMERE,75 Jurong East Street 13  #02-04 ,1,102,Strata,382700,-,3752,349,27-JAN-2005,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,22,60,609652,West Region,Jurong East
THE QUINTET,40 Choa Chu Kang Street 64  #09-10 ,1,117,Strata,477156,-,4078,379,25-JAN-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689103,West Region,Choa Chu Kang
THE QUINTET,44 Choa Chu Kang Street 64  #12-17 ,1,145,Strata,597108,-,4118,383,18-JAN-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689105,West Region,Choa Chu Kang
THE QUINTET,36 Choa Chu Kang Street 64  #08-01 ,1,120,Strata,485094,-,4042,376,18-JAN-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689101,West Region,Choa Chu Kang
WINDERMERE,32 Choa Chu Kang Street 64  #11-02 ,1,119,Strata,430000,-,3613,336,13-JAN-2005,Executive Condominium,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689099,West Region,Choa Chu Kang
THE RIVERVALE,3 Rivervale Link  #09-24 ,1,116,Strata,480000,-,4138,384,10-JAN-2005,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545119,North East Region,Sengkang
THE QUINTET,40 Choa Chu Kang Street 64  #18-11 ,1,117,Strata,491268,-,4199,390,10-JAN-2005,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689103,West Region,Choa Chu Kang
CHESTERVALE,41 Bangkit Road  #11-02 ,1,133,Strata,420000,-,3158,293,05-JAN-2005,Executive Condominium,99 Yrs From 17/03/1997,1999,Resale,HDB,23,67,679978,West Region,Bukit Panjang
WESTMERE,71 Jurong East Street 13  #12-09 ,1,116,Strata,460000,-,3966,368,04-JAN-2005,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,22,60,609650,West Region,Jurong East
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #03-06 ,1,90,Strata,380000,-,4222,392,03-JAN-2005,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529865,East Region,Tampines
EASTVALE,37 Pasir Ris Drive 3  #12-01 ,1,105,Strata,445000,-,4238,394,30-DEC-2004,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519494,East Region,Pasir Ris
THE QUINTET,42 Choa Chu Kang Street 64  #12-16 ,1,145,Strata,597108,-,4118,383,30-DEC-2004,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689104,West Region,Choa Chu Kang
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #05-03 ,1,90,Strata,365000,-,4056,377,27-DEC-2004,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529864,East Region,Tampines
WHITEWATER,33 Pasir Ris Street 72  #01-25 ,1,118,Strata,495950,-,4203,390,27-DEC-2004,Executive Condominium,99 Yrs From 23/07/2002,2005,New Sale,HDB,18,51,518770,East Region,Pasir Ris
THE QUINTET,40 Choa Chu Kang Street 64  #12-10 ,1,117,Strata,482448,-,4123,383,22-DEC-2004,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689103,West Region,Choa Chu Kang
THE QUINTET,38 Choa Chu Kang Street 64  #16-06 ,1,117,Strata,507206,-,4335,403,22-DEC-2004,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,Private,23,68,689102,West Region,Choa Chu Kang
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #09-05 ,1,116,Strata,455000,-,3922,364,13-DEC-2004,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #07-03 ,1,90,Strata,355000,-,3944,366,10-DEC-2004,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
THE QUINTET,42 Choa Chu Kang Street 64  #07-13 ,1,146,Strata,572176,-,3919,364,07-DEC-2004,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689104,West Region,Choa Chu Kang
THE QUINTET,36 Choa Chu Kang Street 64  #06-01 ,1,121,Strata,479802,-,3965,368,07-DEC-2004,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689101,West Region,Choa Chu Kang
THE QUINTET,46 Choa Chu Kang Street 64  #17-24 ,1,120,Strata,472392,-,3937,366,07-DEC-2004,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689106,West Region,Choa Chu Kang
CHESTERVALE,33 Bangkit Road  #19-02 ,1,131,Strata,450000,-,3435,319,07-DEC-2004,Executive Condominium,99 Yrs From 17/03/1997,1999,Resale,Private,23,67,679974,West Region,Bukit Panjang
THE QUINTET,38 Choa Chu Kang Street 64  #13-05 ,1,120,Strata,489858,-,4082,379,07-DEC-2004,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689102,West Region,Choa Chu Kang
THE QUINTET,40 Choa Chu Kang Street 64  #15-10 ,1,117,Strata,487740,-,4169,387,06-DEC-2004,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689103,West Region,Choa Chu Kang
THE QUINTET,36 Choa Chu Kang Street 64  #10-01 ,1,120,Strata,488622,-,4072,378,06-DEC-2004,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689101,West Region,Choa Chu Kang
EASTVALE,37 Pasir Ris Drive 3  #09-04 ,1,102,Strata,440000,-,4314,401,02-DEC-2004,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519494,East Region,Pasir Ris
THE RIVERVALE,7 Rivervale Link  #13-46 ,1,121,Strata,470000,-,3884,361,30-NOV-2004,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545125,North East Region,Sengkang
WINDERMERE,20 Choa Chu Kang Street 64  #01-01 ,1,135,Strata,470000,-,3481,323,29-NOV-2004,Executive Condominium,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689093,West Region,Choa Chu Kang
EASTVALE,39 Pasir Ris Drive 3  #03-01 ,1,102,Strata,397000,-,3892,362,29-NOV-2004,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519495,East Region,Pasir Ris
PARK GREEN,6 Rivervale Link  #02-06 ,1,126,Strata,475000,-,3770,350,29-NOV-2004,Executive Condominium,99 Yrs From 17/08/2001,2004,New Sale,HDB,19,54,545042,North East Region,Sengkang
THE QUINTET,38 Choa Chu Kang Street 64  #17-05 ,1,120,Strata,503678,-,4197,390,26-NOV-2004,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689102,West Region,Choa Chu Kang
THE QUINTET,40 Choa Chu Kang Street 64  #08-10 ,1,117,Strata,477156,-,4078,379,26-NOV-2004,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689103,West Region,Choa Chu Kang
THE QUINTET,42 Choa Chu Kang Street 64  #15-13 ,1,145,Strata,596970,-,4117,382,26-NOV-2004,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689104,West Region,Choa Chu Kang
CHESTERVALE,35 Bangkit Road  #16-03 ,1,131,Strata,468000,-,3573,332,25-NOV-2004,Executive Condominium,99 Yrs From 17/03/1997,1999,Resale,HDB,23,67,679975,West Region,Bukit Panjang
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #09-03 ,1,90,Strata,355000,-,3944,366,22-NOV-2004,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
THE QUINTET,38 Choa Chu Kang Street 64  #16-05 ,1,120,Strata,496914,-,4141,385,18-NOV-2004,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,Private,23,68,689102,West Region,Choa Chu Kang
THE QUINTET,42 Choa Chu Kang Street 64  #17-13 ,1,145,Strata,594108,-,4097,381,18-NOV-2004,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689104,West Region,Choa Chu Kang
