Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
THE FLORIDA,72 Hougang Avenue 7  #02-13 ,1,120,Strata,536000,-,4467,415,DEC-1998,Executive Condominium,99 Yrs From 16/12/1997,2000,New Sale,HDB,19,53,538805,North East Region,Hougang
NORTHOAKS,30 Woodlands Crescent  #10-16 ,1,116,Strata,493700,-,4256,395,01-DEC-1998,Executive Condominium,99 Yrs From 16/12/1997,2000,New Sale,HDB,25,73,738086,North Region,Woodlands
NORTHOAKS,28 Woodlands Crescent  #14-19 ,1,120,Strata,530900,-,4424,411,DEC-1998,Executive Condominium,99 Yrs From 16/12/1997,2000,New Sale,Private,25,73,738085,North Region,Woodlands
WOODSVALE,19 Woodlands Drive 72  #12-52 ,1,122,Strata,536700,-,4399,409,DEC-1998,Executive Condominium,99 Yrs From 22/09/1997,2000,New Sale,N.A,25,73,738098,North Region,Woodlands
NORTHOAKS,28 Woodlands Crescent  #13-17 ,1,116,Strata,496500,-,4280,398,01-DEC-1998,Executive Condominium,99 Yrs From 16/12/1997,2000,New Sale,HDB,25,73,738085,North Region,Woodlands
NORTHOAKS,32 Woodlands Crescent  #06-03 ,1,120,Strata,513000,-,4275,397,27-NOV-1998,Executive Condominium,99 Yrs From 16/12/1997,2000,New Sale,HDB,25,73,738087,North Region,Woodlands
NORTHOAKS,32 Woodlands Crescent  #12-08 ,1,116,Strata,498000,-,4293,399,27-NOV-1998,Executive Condominium,99 Yrs From 16/12/1997,2000,New Sale,HDB,25,73,738087,North Region,Woodlands
NORTHOAKS,28 Woodlands Crescent  #11-17 ,1,116,Strata,491500,-,4237,394,27-NOV-1998,Executive Condominium,99 Yrs From 16/12/1997,2000,New Sale,HDB,25,73,738085,North Region,Woodlands
THE FLORIDA,78 Hougang Avenue 7  #02-27 ,1,122,Strata,547000,-,4484,417,26-NOV-1998,Executive Condominium,99 Yrs From 16/12/1997,2000,New Sale,HDB,19,53,534260,North East Region,Hougang
NORTHOAKS,28 Woodlands Crescent  #09-17 ,1,116,Strata,486500,-,4194,390,20-NOV-1998,Executive Condominium,99 Yrs From 16/12/1997,2000,New Sale,HDB,25,73,738085,North Region,Woodlands
NORTHOAKS,32 Woodlands Crescent  #10-06 ,1,120,Strata,523000,-,4358,405,20-NOV-1998,Executive Condominium,99 Yrs From 16/12/1997,2000,New Sale,HDB,25,73,738087,North Region,Woodlands
WOODSVALE,9 Woodlands Drive 72  #11-20 ,1,114,Strata,490000,-,4298,399,18-NOV-1998,Executive Condominium,99 Yrs From 22/09/1997,2000,New Sale,HDB,25,73,738093,North Region,Woodlands
NORTHOAKS,26 Woodlands Crescent  #03-29 ,1,116,Strata,489700,-,4222,392,17-NOV-1998,Executive Condominium,99 Yrs From 16/12/1997,2000,New Sale,HDB,25,73,738084,North Region,Woodlands
NORTHOAKS,28 Woodlands Crescent  #10-17 ,1,116,Strata,489000,-,4216,392,17-NOV-1998,Executive Condominium,99 Yrs From 16/12/1997,2000,New Sale,HDB,25,73,738085,North Region,Woodlands
SUMMERDALE,2 Boon Lay Drive  #04-01 ,1,113,Strata,491832,-,4352,404,16-NOV-1998,Executive Condominium,99 Yrs From 22/09/1997,2000,New Sale,HDB,22,64,649925,West Region,Jurong West
NORTHOAKS,20 Woodlands Crescent  #12-44 ,1,116,Strata,517700,-,4463,415,16-NOV-1998,Executive Condominium,99 Yrs From 16/12/1997,2000,New Sale,Private,25,73,738081,North Region,Woodlands
