Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #09-06 ,1,90,Strata,425600,-,4729,439,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529862,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #05-02 ,1,111,Strata,504500,-,4545,422,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #07-01 ,1,128,Strata,617100,-,4821,448,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #11-01 ,1,128,Strata,641500,-,5012,466,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529862,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #05-04 ,1,116,Strata,526900,-,4542,422,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #05-03 ,1,90,Strata,411600,-,4573,425,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #05-06 ,1,90,Strata,411600,-,4573,425,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529862,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #06-08 ,1,126,Strata,568600,-,4513,419,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529866,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #02-05 ,1,116,Strata,519900,-,4482,416,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529862,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #04-02 ,1,111,Strata,492000,-,4432,412,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529862,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #07-02 ,1,111,Strata,535100,-,4821,448,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,Private,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #01-03 ,1,130,Strata,443600,-,3412,317,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529861,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #11-03 ,1,159,Strata,606200,-,3813,354,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529863,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #07-06 ,1,90,Strata,417600,-,4640,431,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #05-06 ,1,90,Strata,411600,-,4573,425,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #02-05 ,1,116,Strata,519900,-,4482,416,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #03-02 ,1,111,Strata,449500,-,4050,376,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529866,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #08-03 ,1,90,Strata,422600,-,4696,436,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529863,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #01-02 ,1,145,Strata,532600,-,3673,341,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #02-07 ,1,111,Strata,517400,-,4661,433,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529862,East Region,Tampines
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #07-06 ,1,90,Strata,417600,-,4640,431,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529861,East Region,Tampines
SIMEI GREEN CONDOMINIUM,3 Simei Street 4  #10-07 ,1,111,Strata,553800,-,4989,464,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,Private,18,52,529862,East Region,Tampines
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #10-04 ,1,116,Strata,554900,-,4784,444,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529863,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #09-06 ,1,90,Strata,412800,-,4587,426,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,Private,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #04-06 ,1,90,Strata,433100,-,4812,447,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529866,East Region,Tampines
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #09-07 ,1,111,Strata,559100,-,5037,468,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529866,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #04-06 ,1,90,Strata,408600,-,4540,422,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #01-04 ,1,148,Strata,549400,-,3712,345,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #02-02 ,1,111,Strata,517400,-,4661,433,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529864,East Region,Tampines
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #07-05 ,1,116,Strata,520800,-,4490,417,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,Private,18,52,529865,East Region,Tampines
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #01-06 ,1,130,Strata,450400,-,3465,322,16-APR-1997,Executive Condominium,99 Yrs From 14/11/1996,1999,New Sale,HDB,18,52,529864,East Region,Tampines
