Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
BLOSSOM RESIDENCES,30 Segar Road  #03-11 ,1,90,Strata,661000,-,7344,682,03-SEP-2012,Executive Condominium,99 Yrs From 02/03/2011,Uncompleted,New Sale,HDB,23,67,677721,West Region,Bukit Panjang
WATERCOLOURS,35 Pasir Ris Link  #01-35 ,1,112,Strata,704000,-,6286,584,03-SEP-2012,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518155,East Region,Pasir Ris
BLOSSOM RESIDENCES,32 Segar Road  #10-23 ,1,98,Strata,761170,-,7767,722,03-SEP-2012,Executive Condominium,99 Yrs From 02/03/2011,Uncompleted,New Sale,HDB,23,67,677722,West Region,Bukit Panjang
1 CANBERRA,25 Canberra Drive  #08-52 ,1,116,Strata,848100,-,7311,679,03-SEP-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768078,North Region,Yishun
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #04-04 ,1,116,Strata,915000,-,7888,733,03-SEP-2012,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
1 CANBERRA,9 Canberra Drive  #05-19 ,1,94,Strata,703540,-,7484,695,03-SEP-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768070,North Region,Yishun
CHESTERVALE,35 Bangkit Road  #01-02 ,1,126,Strata,832000,-,6603,613,03-SEP-2012,Executive Condominium,99 Yrs From 17/03/1997,1999,Resale,Private,23,67,679975,West Region,Bukit Panjang
THE TAMPINES TRILLIANT,33 Tampines Central 7  #13-48 ,1,121,Strata,1032000,-,8529,792,03-SEP-2012,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,Private,18,52,528614,East Region,Tampines
NORTHOAKS,20 Woodlands Crescent  #01-46 ,1,149,Strata,995000,-,6678,620,31-AUG-2012,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738081,North Region,Woodlands
NUOVO,21 Ang Mo Kio Avenue 9  #13-02 ,1,132,Strata,1200000,-,9091,845,31-AUG-2012,Executive Condominium,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569786,North East Region,Ang Mo Kio
BLOSSOM RESIDENCES,32 Segar Road  #05-22 ,1,98,Strata,750870,-,7662,712,31-AUG-2012,Executive Condominium,99 Yrs From 02/03/2011,Uncompleted,New Sale,HDB,23,67,677722,West Region,Bukit Panjang
TWIN WATERFALLS,104 Punggol Walk  #06-12 ,1,85,Strata,643800,-,7574,704,31-AUG-2012,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,HDB,19,82,828792,North East Region,Punggol
THE FLORAVALE,230 Westwood Avenue  #03-28 ,1,115,Strata,890000,-,7739,719,31-AUG-2012,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648359,West Region,Jurong West
THE TAMPINES TRILLIANT,17 Tampines Central 7  #03-13 ,1,105,Strata,860000,-,8190,761,31-AUG-2012,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528772,East Region,Tampines
TWIN WATERFALLS,100 Punggol Walk  #17-02 ,1,174,Strata,1085700,-,6240,580,31-AUG-2012,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,Private,19,82,828790,North East Region,Punggol
YEW MEI GREEN,56 Choa Chu Kang North 6  #10-30 ,1,120,Strata,900000,-,7500,697,31-AUG-2012,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang
WATERCOLOURS,23 Pasir Ris Link  #08-09 ,1,115,Strata,917100,-,7975,741,31-AUG-2012,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,Private,18,51,518169,East Region,Pasir Ris
WATERCOLOURS,35 Pasir Ris Link  #11-36 ,1,202,Strata,1361400,-,6740,626,31-AUG-2012,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518155,East Region,Pasir Ris
AUSTVILLE RESIDENCES,11 Sengkang East Avenue  #14-04 ,1,114,Strata,917000,-,8044,747,31-AUG-2012,Executive Condominium,99 Yrs From 24/08/2010,Uncompleted,New Sale,HDB,19,54,544804,North East Region,Sengkang
TWIN WATERFALLS,104 Punggol Walk  #14-11 ,1,103,Strata,865970,-,8407,781,31-AUG-2012,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,HDB,19,82,828792,North East Region,Punggol
THE FLORAVALE,222 Westwood Avenue  #08-09 ,1,131,Strata,980000,-,7481,695,31-AUG-2012,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648355,West Region,Jurong West
AUSTVILLE RESIDENCES,23 Sengkang East Avenue  #02-27 ,1,125,Strata,901000,-,7208,670,31-AUG-2012,Executive Condominium,99 Yrs From 24/08/2010,Uncompleted,New Sale,HDB,19,54,544810,North East Region,Sengkang
NORTHOAKS,28 Woodlands Crescent  #03-20 ,1,113,Strata,870000,-,7699,715,31-AUG-2012,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738085,North Region,Woodlands
THE TAMPINES TRILLIANT,27 Tampines Central 7  #13-35 ,1,105,Strata,911000,-,8676,806,30-AUG-2012,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528611,East Region,Tampines
NORTHOAKS,30 Woodlands Crescent  #15-15 ,1,211,Strata,1258000,-,5962,554,30-AUG-2012,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738086,North Region,Woodlands
BLOSSOM RESIDENCES,30 Segar Road  #07-02 ,1,70,Strata,558000,-,7971,741,30-AUG-2012,Executive Condominium,99 Yrs From 02/03/2011,Uncompleted,New Sale,HDB,23,67,677721,West Region,Bukit Panjang
TWIN WATERFALLS,110 Punggol Walk  #17-22 ,1,185,Strata,1091340,-,5900,548,30-AUG-2012,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,HDB,19,82,828765,North East Region,Punggol
TWIN WATERFALLS,122 Punggol Walk  #05-45 ,1,156,Strata,943500,-,6048,562,30-AUG-2012,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,HDB,19,82,828771,North East Region,Punggol
THE TAMPINES TRILLIANT,29 Tampines Central 7  #09-37 ,1,93,Strata,828000,-,8903,827,29-AUG-2012,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528612,East Region,Tampines
THE TAMPINES TRILLIANT,11 Tampines Central 7  #11-02 ,1,105,Strata,877000,-,8352,776,29-AUG-2012,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,Private,18,52,528769,East Region,Tampines
THE TAMPINES TRILLIANT,31 Tampines Central 7  #09-44 ,1,93,Strata,828000,-,8903,827,29-AUG-2012,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528613,East Region,Tampines
TWIN WATERFALLS,108 Punggol Walk  #05-17 ,1,123,Strata,942300,-,7661,712,29-AUG-2012,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,HDB,19,82,828764,North East Region,Punggol
PARK GREEN,10 Rivervale Link  #08-19 ,1,112,Strata,935000,-,8348,776,29-AUG-2012,Executive Condominium,99 Yrs From 17/08/2001,2004,Resale,Private,19,54,545044,North East Region,Sengkang
THE EDEN AT TAMPINES,35 Tampines Street 34  #05-40 ,1,126,Strata,1058000,-,8397,780,29-AUG-2012,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529239,East Region,Tampines
BLOSSOM RESIDENCES,32 Segar Road  #04-23 ,1,98,Strata,727000,-,7418,689,29-AUG-2012,Executive Condominium,99 Yrs From 02/03/2011,Uncompleted,New Sale,HDB,23,67,677722,West Region,Bukit Panjang
TWIN WATERFALLS,104 Punggol Walk  #04-09 ,1,85,Strata,646140,-,7602,706,29-AUG-2012,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,HDB,19,82,828792,North East Region,Punggol
THE DEW,30 Bukit Batok Street 21  #09-05 ,1,112,Strata,990000,-,8839,821,29-AUG-2012,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,HDB,23,65,659636,West Region,Bukit Batok
BLOSSOM RESIDENCES,30 Segar Road  #04-11 ,1,90,Strata,663000,-,7367,684,28-AUG-2012,Executive Condominium,99 Yrs From 02/03/2011,Uncompleted,New Sale,HDB,23,67,677721,West Region,Bukit Panjang
BLOSSOM RESIDENCES,32 Segar Road  #04-22 ,1,98,Strata,748810,-,7641,710,28-AUG-2012,Executive Condominium,99 Yrs From 02/03/2011,Uncompleted,New Sale,HDB,23,67,677722,West Region,Bukit Panjang
1 CANBERRA,9 Canberra Drive  #05-20 ,1,87,Strata,642900,-,7390,687,28-AUG-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768070,North Region,Yishun
1 CANBERRA,15 Canberra Drive  #06-30 ,1,134,Strata,993620,-,7415,689,28-AUG-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768073,North Region,Yishun
1 CANBERRA,25 Canberra Drive  #01-52 ,1,146,Strata,906050,-,6206,577,28-AUG-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768078,North Region,Yishun
1 CANBERRA,21 Canberra Drive  #07-42 ,1,88,Strata,688500,-,7824,727,28-AUG-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768076,North Region,Yishun
WATERCOLOURS,33 Pasir Ris Link  #10-29 ,1,93,Strata,743300,-,7992,743,28-AUG-2012,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518154,East Region,Pasir Ris
LILYDALE,558 Yishun Avenue 6  #10-16 ,1,115,Strata,858000,-,7461,693,28-AUG-2012,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,27,76,768965,North Region,Yishun
THE TAMPINES TRILLIANT,31 Tampines Central 7  #11-42 ,1,94,Strata,872000,-,9277,862,28-AUG-2012,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528613,East Region,Tampines
BLOSSOM RESIDENCES,32 Segar Road  #14-23 ,1,98,Strata,747000,-,7622,708,28-AUG-2012,Executive Condominium,99 Yrs From 02/03/2011,Uncompleted,New Sale,Private,23,67,677722,West Region,Bukit Panjang
THE RAINFOREST,335 Choa Chu Kang Avenue 3  #15-10 ,1,192,Strata,1456000,-,7583,705,28-AUG-2012,Executive Condominium,99 Yrs From 28/06/2011,Uncompleted,New Sale,HDB,23,68,689871,West Region,Choa Chu Kang
THE TAMPINES TRILLIANT,29 Tampines Central 7  #04-37 ,1,93,Strata,825000,-,8871,824,28-AUG-2012,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528612,East Region,Tampines
1 CANBERRA,19 Canberra Drive  #03-37 ,1,116,Strata,880400,-,7590,705,28-AUG-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768075,North Region,Yishun
1 CANBERRA,15 Canberra Drive  #08-32 ,1,97,Strata,780960,-,8051,748,28-AUG-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768073,North Region,Yishun
TWIN WATERFALLS,122 Punggol Walk  #12-45 ,1,115,Strata,909040,-,7905,734,28-AUG-2012,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,Private,19,82,828771,North East Region,Punggol
1 CANBERRA,23 Canberra Drive  #07-45 ,1,89,Strata,701100,-,7878,732,28-AUG-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768077,North Region,Yishun
1 CANBERRA,3 Canberra Drive  #07-05 ,1,99,Strata,778750,-,7866,731,28-AUG-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768102,North Region,Yishun
THE FLORIDA,70 Hougang Avenue 7  #15-07 ,1,122,Strata,980000,-,8033,746,27-AUG-2012,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,19,53,538804,North East Region,Hougang
1 CANBERRA,5 Canberra Drive  #11-11 ,1,99,Strata,754300,-,7619,708,27-AUG-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768103,North Region,Yishun
THE QUINTET,44 Choa Chu Kang Street 64  #12-19 ,1,117,Strata,966888,-,8264,768,27-AUG-2012,Executive Condominium,99 Yrs From 22/01/2003,2006,Resale,HDB,23,68,689105,West Region,Choa Chu Kang
WATERCOLOURS,29 Pasir Ris Link  #07-24 ,1,90,Strata,710200,-,7891,733,27-AUG-2012,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518152,East Region,Pasir Ris
TWIN WATERFALLS,104 Punggol Walk  #02-12 ,1,85,Strata,626400,-,7369,685,27-AUG-2012,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,Private,19,82,828792,North East Region,Punggol
THE ESPARIS,9B Pasir Ris Drive 4  #07-28 ,1,136,Strata,1060000,-,7794,724,27-AUG-2012,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519464,East Region,Pasir Ris
THE TAMPINES TRILLIANT,23 Tampines Central 7  #03-25 ,1,115,Strata,877000,-,7626,708,27-AUG-2012,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528609,East Region,Tampines
1 CANBERRA,9 Canberra Drive  #12-20 ,1,87,Strata,697660,-,8019,745,27-AUG-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768070,North Region,Yishun
BLOSSOM RESIDENCES,32 Segar Road  #11-23 ,1,98,Strata,741000,-,7561,702,27-AUG-2012,Executive Condominium,99 Yrs From 02/03/2011,Uncompleted,New Sale,HDB,23,67,677722,West Region,Bukit Panjang
YEW MEI GREEN,50 Choa Chu Kang North 6  #14-12 ,1,120,Strata,910000,-,7583,705,27-AUG-2012,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689574,West Region,Choa Chu Kang
TWIN WATERFALLS,112 Punggol Walk  #07-25 ,1,85,Strata,684250,-,8050,748,24-AUG-2012,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,HDB,19,82,828766,North East Region,Punggol
THE TAMPINES TRILLIANT,19 Tampines Central 7  #06-19 ,1,121,Strata,1032000,-,8529,792,24-AUG-2012,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528773,East Region,Tampines
YEW MEI GREEN,50 Choa Chu Kang North 6  #06-02 ,1,105,Strata,838000,-,7981,741,24-AUG-2012,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689574,West Region,Choa Chu Kang
TWIN WATERFALLS,112 Punggol Walk  #12-25 ,1,85,Strata,730400,-,8593,798,24-AUG-2012,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,HDB,19,82,828766,North East Region,Punggol
THE TAMPINES TRILLIANT,21 Tampines Central 7  #03-21 ,1,93,Strata,805000,-,8656,804,24-AUG-2012,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528608,East Region,Tampines
THE TAMPINES TRILLIANT,13 Tampines Central 7  #05-05 ,1,121,Strata,1001000,-,8273,769,24-AUG-2012,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528770,East Region,Tampines
THE RIVERVALE,3 Rivervale Link  #07-23 ,1,127,Strata,1110000,-,8740,812,24-AUG-2012,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545119,North East Region,Sengkang
NORTHOAKS,32 Woodlands Crescent  #09-04 ,1,116,Strata,860000,-,7414,689,24-AUG-2012,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738087,North Region,Woodlands
1 CANBERRA,15 Canberra Drive  #12-30 ,1,134,Strata,991550,-,7400,687,24-AUG-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768073,North Region,Yishun
CHESTERVALE,37 Bangkit Road  #01-03 ,1,139,Strata,960000,-,6906,642,24-AUG-2012,Executive Condominium,99 Yrs From 17/03/1997,1999,Resale,HDB,23,67,679976,West Region,Bukit Panjang
WATERCOLOURS,31 Pasir Ris Link  #04-27 ,1,115,Strata,912200,-,7932,737,24-AUG-2012,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518153,East Region,Pasir Ris
THE DEW,32 Bukit Batok Street 21  #14-12 ,1,112,Strata,973000,-,8688,807,24-AUG-2012,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,HDB,23,65,659637,West Region,Bukit Batok
BISHAN LOFT,33 Bishan Street 11  #19-11 ,1,128,Strata,1530000,-,11953,1110,24-AUG-2012,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,HDB,20,57,579820,Central Region,Bishan
WATERCOLOURS,21 Pasir Ris Link  #09-02 ,1,89,Strata,702700,-,7896,734,24-AUG-2012,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518168,East Region,Pasir Ris
NUOVO,23 Ang Mo Kio Avenue 9  #12-11 ,1,144,Strata,1328000,-,9222,857,24-AUG-2012,Executive Condominium,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio
TWIN WATERFALLS,112 Punggol Walk  #01-25 ,1,107,Strata,890100,-,8319,773,24-AUG-2012,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,HDB,19,82,828766,North East Region,Punggol
NORTHOAKS,32 Woodlands Crescent  #02-03 ,1,120,Strata,795000,-,6625,615,24-AUG-2012,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738087,North Region,Woodlands
PARK GREEN,6 Rivervale Link  #03-08 ,1,127,Strata,988000,-,7780,723,23-AUG-2012,Executive Condominium,99 Yrs From 17/08/2001,2004,Resale,HDB,19,54,545042,North East Region,Sengkang
TWIN WATERFALLS,122 Punggol Walk  #06-47 ,1,93,Strata,669680,-,7201,669,23-AUG-2012,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,HDB,19,82,828771,North East Region,Punggol
1 CANBERRA,9 Canberra Drive  #08-19 ,1,94,Strata,727060,-,7735,719,23-AUG-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768070,North Region,Yishun
1 CANBERRA,5 Canberra Drive  #07-10 ,1,117,Strata,857600,-,7330,681,23-AUG-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768103,North Region,Yishun
ARC AT TAMPINES,19 Tampines Avenue 8  #07-31 ,1,97,Strata,760100,-,7836,728,23-AUG-2012,Executive Condominium,99 Yrs From 22/02/2011,Uncompleted,New Sale,HDB,18,52,529603,East Region,Tampines
THE TAMPINES TRILLIANT,27 Tampines Central 7  #09-35 ,1,105,Strata,917000,-,8733,811,23-AUG-2012,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528611,East Region,Tampines
THE ESPARIS,7A Pasir Ris Drive 4  #06-09 ,1,120,Strata,955000,-,7958,739,23-AUG-2012,Executive Condominium,99 Yrs From 21/01/2002,2005,Resale,HDB,18,51,519460,East Region,Pasir Ris
WATERCOLOURS,33 Pasir Ris Link  #05-30 ,1,102,Strata,821400,-,8053,748,23-AUG-2012,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518154,East Region,Pasir Ris
LILYDALE,550 Yishun Avenue 6  #09-02 ,1,111,Strata,850000,-,7658,711,23-AUG-2012,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,27,76,768961,North Region,Yishun
1 CANBERRA,5 Canberra Drive  #01-10 ,1,143,Strata,949620,-,6641,617,23-AUG-2012,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768103,North Region,Yishun
WATERCOLOURS,21 Pasir Ris Link  #09-01 ,1,90,Strata,727400,-,8082,751,23-AUG-2012,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518168,East Region,Pasir Ris
WATERCOLOURS,29 Pasir Ris Link  #04-19 ,1,87,Strata,702300,-,8072,750,23-AUG-2012,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518152,East Region,Pasir Ris
BLOSSOM RESIDENCES,30 Segar Road  #10-07 ,1,90,Strata,675000,-,7500,697,23-AUG-2012,Executive Condominium,99 Yrs From 02/03/2011,Uncompleted,New Sale,Private,23,67,677721,West Region,Bukit Panjang
THE TAMPINES TRILLIANT,21 Tampines Central 7  #11-21 ,1,93,Strata,843000,-,9065,842,23-AUG-2012,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528608,East Region,Tampines
AUSTVILLE RESIDENCES,21 Sengkang East Avenue  #17-26 ,1,73,Strata,589000,-,8068,750,22-AUG-2012,Executive Condominium,99 Yrs From 24/08/2010,Uncompleted,New Sale,HDB,19,54,544809,North East Region,Sengkang
THE QUINTET,46 Choa Chu Kang Street 64  #15-24 ,1,120,Strata,1000000,-,8333,774,22-AUG-2012,Executive Condominium,99 Yrs From 22/01/2003,2006,Resale,Private,23,68,689106,West Region,Choa Chu Kang
ARC AT TAMPINES,11 Tampines Avenue 8  #16-20 ,1,89,Strata,760700,-,8547,794,22-AUG-2012,Executive Condominium,99 Yrs From 22/02/2011,Uncompleted,New Sale,HDB,18,52,529599,East Region,Tampines
PARK GREEN,12 Rivervale Link  #08-23 ,1,127,Strata,1028000,-,8094,752,22-AUG-2012,Executive Condominium,99 Yrs From 17/08/2001,2004,Resale,Private,19,54,545045,North East Region,Sengkang
WATERCOLOURS,21 Pasir Ris Link  #01-05 ,1,93,Strata,619900,-,6666,619,22-AUG-2012,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518168,East Region,Pasir Ris
TWIN WATERFALLS,106 Punggol Walk  #12-16 ,1,85,Strata,661200,-,7779,723,22-AUG-2012,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,HDB,19,82,828793,North East Region,Punggol
AUSTVILLE RESIDENCES,11 Sengkang East Avenue  #03-01 ,1,96,Strata,682000,-,7104,660,22-AUG-2012,Executive Condominium,99 Yrs From 24/08/2010,Uncompleted,New Sale,HDB,19,54,544804,North East Region,Sengkang
