Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
WINDERMERE,20 Choa Chu Kang Street 64  #04-01 ,1,135,Strata,965000,-,7148,664,15-MAR-2013,Executive Condominium,99 Yrs From 03/03/1997,1999,Resale,Private,23,68,689093,West Region,Choa Chu Kang
CITYLIFE@TAMPINES,51 Tampines Central 7  #01-02 ,1,119,Strata,900900,-,7571,703,15-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528615,East Region,Tampines
LILYDALE,560 Yishun Avenue 6  #13-25 ,1,111,Strata,880000,-,7928,737,15-MAR-2013,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,27,76,768966,North Region,Yishun
CITYLIFE@TAMPINES,55 Tampines Central 7  #02-11 ,1,113,Strata,968700,-,8573,796,15-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528617,East Region,Tampines
THE TAMPINES TRILLIANT,27 Tampines Central 7  #14-34 ,1,105,Strata,916000,-,8724,810,15-MAR-2013,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528611,East Region,Tampines
WATERBAY,47A Edgefield Plains  #04-16 ,1,102,Strata,787800,-,7724,718,15-MAR-2013,Executive Condominium,99 Yrs From 02/07/2012,Uncompleted,New Sale,HDB,19,82,828714,North East Region,Punggol
LA CASA,56 Woodlands Drive 16  #03-16 ,1,81,Strata,758000,-,9358,869,15-MAR-2013,Executive Condominium,99 Yrs From 13/09/2004,2008,Resale,HDB,25,73,737898,North Region,Woodlands
THE TOPIARY,21 Fernvale Lane  #06-25 ,1,98,Strata,748880,-,7642,710,15-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797500,North East Region,Sengkang
THE TOPIARY,13 Fernvale Lane  #11-07 ,1,85,Strata,676292,-,7956,739,15-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797496,North East Region,Sengkang
1 CANBERRA,5 Canberra Drive  #09-11 ,1,99,Strata,748600,-,7562,702,15-MAR-2013,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768103,North Region,Yishun
CITYLIFE@TAMPINES,65 Tampines Central 7  #06-30 ,1,108,Strata,890600,-,8246,766,15-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528597,East Region,Tampines
THE TAMPINES TRILLIANT,31 Tampines Central 7  #01-43 ,1,116,Strata,893000,-,7698,715,15-MAR-2013,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528613,East Region,Tampines
CITYLIFE@TAMPINES,51 Tampines Central 7  #05-03 ,1,135,Strata,1266300,-,9380,871,15-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528615,East Region,Tampines
CITYLIFE@TAMPINES,55 Tampines Central 7  #08-11 ,1,113,Strata,1005700,-,8900,827,15-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528617,East Region,Tampines
HERON BAY,53 Upper Serangoon View  #15-06 ,1,72,Strata,606000,-,8417,782,15-MAR-2013,Executive Condominium,99 Yrs From 04/06/2012,Uncompleted,New Sale,HDB,19,53,534019,North East Region,Hougang
WATERCOLOURS,27 Pasir Ris Link  #01-18 ,1,112,Strata,739100,-,6599,613,15-MAR-2013,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518151,East Region,Pasir Ris
THE TOPIARY,11 Fernvale Lane  #06-06 ,1,117,Strata,908316,-,7763,721,15-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797495,North East Region,Sengkang
THE TOPIARY,15 Fernvale Lane  #19-15 ,1,129,Strata,1051100,-,8148,757,15-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,Private,28,79,797497,North East Region,Sengkang
CITYLIFE@TAMPINES,65 Tampines Central 7  #03-28 ,1,110,Strata,955800,-,8689,807,15-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528597,East Region,Tampines
THE TAMPINES TRILLIANT,15 Tampines Central 7  #09-12 ,1,81,Strata,710000,-,8765,814,15-MAR-2013,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528771,East Region,Tampines
THE TOPIARY,15 Fernvale Lane  #01-16 ,1,150,Strata,1011632,-,6744,627,15-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797497,North East Region,Sengkang
THE TAMPINES TRILLIANT,27 Tampines Central 7  #04-34 ,1,105,Strata,864000,-,8229,764,15-MAR-2013,Executive Condominium,99 Yrs From 13/07/2011,2015,New Sale,Private,18,52,528611,East Region,Tampines
BISHAN LOFT,31 Bishan Street 11  #03-06 ,1,110,Strata,1255000,-,11409,1060,14-MAR-2013,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,HDB,20,57,579819,Central Region,Bishan
1 CANBERRA,13 Canberra Drive  #04-28 ,1,97,Strata,788120,-,8125,755,14-MAR-2013,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768072,North Region,Yishun
THE TOPIARY,25 Fernvale Lane  #01-33 ,1,150,Strata,1069510,-,7130,662,14-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797502,North East Region,Sengkang
THE TOPIARY,15 Fernvale Lane  #04-14 ,1,129,Strata,1000122,-,7753,720,14-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797497,North East Region,Sengkang
THE TOPIARY,23 Fernvale Lane  #11-32 ,1,115,Strata,885210,-,7697,715,14-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797501,North East Region,Sengkang
THE TOPIARY,21 Fernvale Lane  #04-25 ,1,98,Strata,765035,-,7806,725,14-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797500,North East Region,Sengkang
THE TOPIARY,21 Fernvale Lane  #11-28 ,1,84,Strata,705850,-,8403,781,14-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797500,North East Region,Sengkang
WATERCOLOURS,33 Pasir Ris Link  #10-30 ,1,106,Strata,891800,-,8413,782,14-MAR-2013,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518154,East Region,Pasir Ris
THE TOPIARY,23 Fernvale Lane  #06-32 ,1,115,Strata,827264,-,7194,668,14-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797501,North East Region,Sengkang
CITYLIFE@TAMPINES,65 Tampines Central 7  #07-30 ,1,103,Strata,868900,-,8436,784,14-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,Private,18,52,528597,East Region,Tampines
THE TOPIARY,23 Fernvale Lane  #12-29 ,1,84,Strata,654764,-,7795,724,14-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797501,North East Region,Sengkang
THE TAMPINES TRILLIANT,27 Tampines Central 7  #01-34 ,1,128,Strata,939000,-,7336,682,14-MAR-2013,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528611,East Region,Tampines
WATERCOLOURS,33 Pasir Ris Link  #03-32 ,1,85,Strata,655500,-,7712,716,14-MAR-2013,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518154,East Region,Pasir Ris
CITYLIFE@TAMPINES,59 Tampines Central 7  #04-17 ,1,128,Strata,1080900,-,8445,785,13-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528594,East Region,Tampines
WATERCOLOURS,35 Pasir Ris Link  #10-34 ,1,89,Strata,713500,-,8017,745,13-MAR-2013,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518155,East Region,Pasir Ris
THE TOPIARY,21 Fernvale Lane  #20-26 ,1,97,Strata,810980,-,8361,777,13-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797500,North East Region,Sengkang
THE TAMPINES TRILLIANT,17 Tampines Central 7  #10-15 ,1,81,Strata,714000,-,8815,819,13-MAR-2013,Executive Condominium,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528772,East Region,Tampines
WOODSVALE,11 Woodlands Drive 72  #04-33 ,1,120,Strata,918000,-,7650,711,13-MAR-2013,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738094,North Region,Woodlands
THE TOPIARY,23 Fernvale Lane  #16-30 ,1,98,Strata,817788,-,8345,775,13-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,Private,28,79,797501,North East Region,Sengkang
THE TOPIARY,19 Fernvale Lane  #06-24 ,1,97,Strata,755044,-,7784,723,13-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,Private,28,79,797499,North East Region,Sengkang
THE TOPIARY,19 Fernvale Lane  #18-22 ,1,84,Strata,707572,-,8423,783,13-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797499,North East Region,Sengkang
CITYLIFE@TAMPINES,59 Tampines Central 7  #07-18 ,1,123,Strata,1131000,-,9195,854,13-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528594,East Region,Tampines
THE TOPIARY,11 Fernvale Lane  #12-01 ,1,85,Strata,680340,-,8004,744,13-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797495,North East Region,Sengkang
HERON BAY,61 Upper Serangoon View  #05-19 ,1,114,Strata,886000,-,7772,722,13-MAR-2013,Executive Condominium,99 Yrs From 04/06/2012,Uncompleted,New Sale,HDB,19,53,534015,North East Region,Hougang
THE DEW,30 Bukit Batok Street 21  #13-03 ,1,129,Strata,1300000,-,10078,936,13-MAR-2013,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,Private,23,65,659636,West Region,Bukit Batok
WATERBAY,47 Edgefield Plains  #01-12 ,1,129,Strata,987360,-,7654,711,12-MAR-2013,Executive Condominium,99 Yrs From 02/07/2012,2016,New Sale,HDB,19,82,828713,North East Region,Punggol
THE TOPIARY,21 Fernvale Lane  #18-28 ,1,84,Strata,711620,-,8472,787,12-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797500,North East Region,Sengkang
CITYLIFE@TAMPINES,65 Tampines Central 7  #12-31 ,1,117,Strata,1053100,-,9001,836,12-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528597,East Region,Tampines
WATERBAY,45 Edgefield Plains  #02-01 ,1,117,Strata,912000,-,7795,724,12-MAR-2013,Executive Condominium,99 Yrs From 02/07/2012,Uncompleted,New Sale,HDB,19,82,828710,North East Region,Punggol
THE TOPIARY,21 Fernvale Lane  #06-26 ,1,97,Strata,779665,-,8038,747,12-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797500,North East Region,Sengkang
LA CASA,56 Woodlands Drive 16  #10-16 ,1,81,Strata,780000,-,9630,895,12-MAR-2013,Executive Condominium,99 Yrs From 13/09/2004,2008,Resale,HDB,25,73,737898,North Region,Woodlands
CITYLIFE@TAMPINES,55 Tampines Central 7  #04-08 ,1,108,Strata,863800,-,7998,743,12-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528617,East Region,Tampines
CITYLIFE@TAMPINES,55 Tampines Central 7  #05-11 ,1,108,Strata,930900,-,8619,801,12-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528617,East Region,Tampines
THE TOPIARY,17 Fernvale Lane  #13-18 ,1,115,Strata,894846,-,7781,723,12-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797498,North East Region,Sengkang
THE TOPIARY,13 Fernvale Lane  #18-11 ,1,101,Strata,797640,-,7897,734,12-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797496,North East Region,Sengkang
ARC AT TAMPINES,15 Tampines Avenue 8  #14-24 ,1,74,Strata,665500,-,8993,835,12-MAR-2013,Executive Condominium,99 Yrs From 22/02/2011,Uncompleted,New Sale,HDB,18,52,529601,East Region,Tampines
THE TOPIARY,13 Fernvale Lane  #21-08 ,1,117,Strata,983196,-,8403,781,12-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,Private,28,79,797496,North East Region,Sengkang
CITYLIFE@TAMPINES,53 Tampines Central 7  #04-07 ,1,147,Strata,1331200,-,9056,841,12-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528616,East Region,Tampines
1 CANBERRA,7 Canberra Drive  #06-14 ,1,97,Strata,785200,-,8095,752,12-MAR-2013,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768069,North Region,Yishun
ARC AT TAMPINES,9 Tampines Avenue 8  #08-16 ,1,75,Strata,623900,-,8319,773,12-MAR-2013,Executive Condominium,99 Yrs From 22/02/2011,Uncompleted,New Sale,HDB,18,52,529598,East Region,Tampines
NORTHOAKS,26 Woodlands Crescent  #07-27 ,1,120,Strata,898000,-,7483,695,12-MAR-2013,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738084,North Region,Woodlands
THE TOPIARY,11 Fernvale Lane  #18-02 ,1,101,Strata,783196,-,7754,720,12-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797495,North East Region,Sengkang
THE TOPIARY,23 Fernvale Lane  #12-30 ,1,98,Strata,801780,-,8181,760,12-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,Private,28,79,797501,North East Region,Sengkang
WATERBAY,47B Edgefield Plains  #17-21 ,1,191,Strata,1164600,-,6097,566,12-MAR-2013,Executive Condominium,99 Yrs From 02/07/2012,Uncompleted,New Sale,HDB,19,82,828715,North East Region,Punggol
THE TOPIARY,21 Fernvale Lane  #10-27 ,1,97,Strata,785956,-,8103,753,12-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797500,North East Region,Sengkang
THE TOPIARY,11 Fernvale Lane  #06-02 ,1,101,Strata,735172,-,7279,676,12-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797495,North East Region,Sengkang
THE TOPIARY,21 Fernvale Lane  #05-28 ,1,84,Strata,665665,-,7925,736,11-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797500,North East Region,Sengkang
HERON BAY,51 Upper Serangoon View  #09-04 ,1,119,Strata,974400,-,8188,761,11-MAR-2013,Executive Condominium,99 Yrs From 04/06/2012,Uncompleted,New Sale,HDB,19,53,534020,North East Region,Hougang
LA CASA,50 Woodlands Drive 16  #10-03 ,1,119,Strata,1028000,-,8639,803,11-MAR-2013,Executive Condominium,99 Yrs From 13/09/2004,2008,Resale,HDB,25,73,737901,North Region,Woodlands
THE TOPIARY,21 Fernvale Lane  #09-27 ,1,97,Strata,782000,-,8062,749,11-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797500,North East Region,Sengkang
LA CASA,50 Woodlands Drive 16  #04-01 ,1,108,Strata,866000,-,8019,745,11-MAR-2013,Executive Condominium,99 Yrs From 13/09/2004,2008,Resale,HDB,25,73,737901,North Region,Woodlands
THE TOPIARY,11 Fernvale Lane  #07-02 ,1,101,Strata,739220,-,7319,680,11-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,Private,28,79,797495,North East Region,Sengkang
HERON BAY,53 Upper Serangoon View  #06-06 ,1,72,Strata,570000,-,7917,735,11-MAR-2013,Executive Condominium,99 Yrs From 04/06/2012,Uncompleted,New Sale,HDB,19,53,534019,North East Region,Hougang
THE TOPIARY,17 Fernvale Lane  #16-17 ,1,84,Strata,666816,-,7938,737,11-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797498,North East Region,Sengkang
LA CASA,54 Woodlands Drive 16  #03-12 ,1,110,Strata,900000,-,8182,760,11-MAR-2013,Executive Condominium,99 Yrs From 13/09/2004,2008,Resale,HDB,25,73,737899,North Region,Woodlands
WATERBAY,45 Edgefield Plains  #08-03 ,1,102,Strata,786000,-,7706,716,11-MAR-2013,Executive Condominium,99 Yrs From 02/07/2012,Uncompleted,New Sale,HDB,19,82,828710,North East Region,Punggol
THE TOPIARY,23 Fernvale Lane  #04-29 ,1,84,Strata,622840,-,7415,689,11-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797501,North East Region,Sengkang
BISHAN LOFT,33 Bishan Street 11  #03-12 ,1,109,Strata,1285000,-,11789,1095,11-MAR-2013,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,Private,20,57,579820,Central Region,Bishan
HERON BAY,57 Upper Serangoon View  #16-15 ,1,186,Strata,1245000,-,6694,622,11-MAR-2013,Executive Condominium,99 Yrs From 04/06/2012,Uncompleted,New Sale,HDB,19,53,534017,North East Region,Hougang
NORTHOAKS,30 Woodlands Crescent  #13-12 ,1,138,Strata,1048000,-,7594,706,11-MAR-2013,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738086,North Region,Woodlands
THE TOPIARY,17 Fernvale Lane  #11-20 ,1,98,Strata,797824,-,8141,756,11-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797498,North East Region,Sengkang
THE TOPIARY,17 Fernvale Lane  #19-19 ,1,120,Strata,1018256,-,8485,788,11-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797498,North East Region,Sengkang
THE TOPIARY,17 Fernvale Lane  #06-17 ,1,84,Strata,626796,-,7462,693,11-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797498,North East Region,Sengkang
WATERCOLOURS,35 Pasir Ris Link  #08-35 ,1,89,Strata,699900,-,7864,731,08-MAR-2013,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518155,East Region,Pasir Ris
CITYLIFE@TAMPINES,51 Tampines Central 7  #14-03 ,1,274,Strata,1697300,-,6195,575,08-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528615,East Region,Tampines
THE TOPIARY,21 Fernvale Lane  #13-28 ,1,84,Strata,691564,-,8233,765,08-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797500,North East Region,Sengkang
NORTHOAKS,28 Woodlands Crescent  #14-17 ,1,116,Strata,888000,-,7655,711,08-MAR-2013,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738085,North Region,Woodlands
LA CASA,56 Woodlands Drive 16  #03-13 ,1,103,Strata,860000,-,8350,776,08-MAR-2013,Executive Condominium,99 Yrs From 13/09/2004,2008,Resale,HDB,25,73,737898,North Region,Woodlands
WATERCOLOURS,33 Pasir Ris Link  #07-32 ,1,89,Strata,722200,-,8115,754,08-MAR-2013,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518154,East Region,Pasir Ris
THE TOPIARY,23 Fernvale Lane  #03-32 ,1,115,Strata,818121,-,7114,661,08-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797501,North East Region,Sengkang
THE TOPIARY,17 Fernvale Lane  #14-18 ,1,115,Strata,891204,-,7750,720,08-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797498,North East Region,Sengkang
THE TOPIARY,17 Fernvale Lane  #18-17 ,1,84,Strata,696825,-,8296,771,08-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797498,North East Region,Sengkang
THE TOPIARY,15 Fernvale Lane  #14-14 ,1,129,Strata,1060851,-,8224,764,08-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797497,North East Region,Sengkang
HERON BAY,51 Upper Serangoon View  #10-01 ,1,129,Strata,1047000,-,8116,754,08-MAR-2013,Executive Condominium,99 Yrs From 04/06/2012,Uncompleted,New Sale,HDB,19,53,534020,North East Region,Hougang
CITYLIFE@TAMPINES,61 Tampines Central 7  #08-23 ,1,133,Strata,1180300,-,8874,824,08-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528595,East Region,Tampines
CITYLIFE@TAMPINES,53 Tampines Central 7  #07-07 ,1,141,Strata,1275900,-,9049,841,08-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528616,East Region,Tampines
WATERCOLOURS,23 Pasir Ris Link  #10-07 ,1,89,Strata,707700,-,7952,739,08-MAR-2013,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518169,East Region,Pasir Ris
THE TOPIARY,13 Fernvale Lane  #07-07 ,1,85,Strata,660284,-,7768,722,08-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797496,North East Region,Sengkang
WATERBAY,45A Edgefield Plains  #15-06 ,1,106,Strata,905556,-,8543,794,08-MAR-2013,Executive Condominium,99 Yrs From 02/07/2012,Uncompleted,New Sale,HDB,19,82,828711,North East Region,Punggol
CITYLIFE@TAMPINES,57 Tampines Central 7  #08-15 ,1,110,Strata,977900,-,8890,826,08-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528593,East Region,Tampines
WATERBAY,45 Edgefield Plains  #11-03 ,1,102,Strata,813960,-,7980,741,08-MAR-2013,Executive Condominium,99 Yrs From 02/07/2012,Uncompleted,New Sale,HDB,19,82,828710,North East Region,Punggol
WATERBAY,45B Edgefield Plains  #01-11 ,1,130,Strata,919000,-,7069,657,08-MAR-2013,Executive Condominium,99 Yrs From 02/07/2012,Uncompleted,New Sale,HDB,19,82,828712,North East Region,Punggol
CITYLIFE@TAMPINES,51 Tampines Central 7  #09-02 ,1,106,Strata,959000,-,9047,841,08-MAR-2013,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528615,East Region,Tampines
THE TOPIARY,17 Fernvale Lane  #02-19 ,1,145,Strata,1018164,-,7022,652,08-MAR-2013,Executive Condominium,99 Yrs From 03/07/2012,Uncompleted,New Sale,HDB,28,79,797498,North East Region,Sengkang
WATERBAY,47A Edgefield Plains  #17-19 ,1,191,Strata,1176100,-,6158,572,08-MAR-2013,Executive Condominium,99 Yrs From 02/07/2012,Uncompleted,New Sale,HDB,19,82,828714,North East Region,Punggol
HERON BAY,61 Upper Serangoon View  #10-20 ,1,119,Strata,959000,-,8059,749,08-MAR-2013,Executive Condominium,99 Yrs From 04/06/2012,Uncompleted,New Sale,HDB,19,53,534015,North East Region,Hougang
RIVERPARC RESIDENCE,98 Punggol Drive  #02-18 ,1,92,Strata,674300,-,7329,681,07-MAR-2013,Executive Condominium,99 Yrs From 27/12/2010,Uncompleted,New Sale,HDB,19,82,828798,North East Region,Punggol
HERON BAY,61 Upper Serangoon View  #15-18 ,1,96,Strata,816000,-,8500,790,07-MAR-2013,Executive Condominium,99 Yrs From 04/06/2012,Uncompleted,New Sale,Private,19,53,534015,North East Region,Hougang
SIMEI GREEN CONDOMINIUM,7 Simei Street 4  #05-03 ,1,90,Strata,915000,-,10167,945,07-MAR-2013,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529864,East Region,Tampines
WATERCOLOURS,33 Pasir Ris Link  #06-30 ,1,102,Strata,838900,-,8225,764,07-MAR-2013,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,Private,18,51,518154,East Region,Pasir Ris
TWIN WATERFALLS,114 Punggol Walk  #01-32 ,1,130,Strata,1028700,-,7913,735,07-MAR-2013,Executive Condominium,99 Yrs From 05/10/2011,Uncompleted,New Sale,HDB,19,82,828767,North East Region,Punggol
