Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
ARC AT TAMPINES,9 Tampines Avenue 8  #16-14 ,1,114,Strata,1240000,-,10877,1011,09-OCT-2019,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,N.A,18,52,529598,East Region,Tampines
PIERMONT GRAND,30 Sumang Walk  #10-18 ,1,145,Strata,1545600,-,10659,990,09-OCT-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828620,North East Region,Punggol
ESPARINA RESIDENCES,111 Compassvale Bow  #15-04 ,1,77,Strata,938000,-,12182,1132,08-OCT-2019,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,N.A,19,54,544998,North East Region,Sengkang
RIVERPARC RESIDENCE,96 Punggol Drive  #14-14 ,1,92,Strata,875000,-,9511,884,08-OCT-2019,Executive Condominium,99 Yrs From 27/12/2010,2014,Resale,N.A,19,82,828797,North East Region,Punggol
BISHAN LOFT,31 Bishan Street 11  #17-02 ,1,128,Strata,1650000,-,12891,1198,08-OCT-2019,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,N.A,20,57,579819,Central Region,Bishan
ARC AT TAMPINES,9 Tampines Avenue 8  #13-14 ,1,114,Strata,1190000,-,10439,970,08-OCT-2019,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,N.A,18,52,529598,East Region,Tampines
PRIVE,35 Punggol Field  #07-28 ,1,98,Strata,1080000,-,11020,1024,08-OCT-2019,Executive Condominium,99 Yrs From 14/09/2010,2013,Resale,N.A,19,82,828818,North East Region,Punggol
LA CASA,56 Woodlands Drive 16  #05-16 ,1,81,Strata,700000,-,8642,803,07-OCT-2019,Executive Condominium,99 Yrs From 13/09/2004,2008,Resale,N.A,25,73,737898,North Region,Woodlands
PIERMONT GRAND,32 Sumang Walk  #06-23 ,1,121,Strata,1372800,-,11345,1054,06-OCT-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828621,North East Region,Punggol
PIERMONT GRAND,44 Sumang Walk  #10-47 ,1,78,Strata,961700,-,12329,1145,06-OCT-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828627,North East Region,Punggol
THE QUINTET,42 Choa Chu Kang Street 64  #04-16 ,1,146,Strata,1190000,-,8151,757,04-OCT-2019,Executive Condominium,99 Yrs From 22/01/2003,2006,Resale,N.A,23,68,689104,West Region,Choa Chu Kang
THE EDEN AT TAMPINES,23 Tampines Street 34  #10-14 ,1,115,Strata,988000,-,8591,798,04-OCT-2019,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,N.A,18,52,529233,East Region,Tampines
BLOSSOM RESIDENCES,30 Segar Road  #11-04 ,1,98,Strata,950000,-,9694,901,04-OCT-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677721,West Region,Bukit Panjang
AUSTVILLE RESIDENCES,21 Sengkang East Avenue  #06-26 ,1,73,Strata,748000,-,10247,952,04-OCT-2019,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,N.A,19,54,544809,North East Region,Sengkang
PIERMONT GRAND,42 Sumang Walk  #07-45 ,1,90,Strata,1012000,-,11244,1045,04-OCT-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828626,North East Region,Punggol
AUSTVILLE RESIDENCES,13 Sengkang East Avenue  #03-09 ,1,95,Strata,885000,-,9316,865,04-OCT-2019,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,N.A,19,54,544805,North East Region,Sengkang
BLOSSOM RESIDENCES,30 Segar Road  #10-02 ,1,70,Strata,710000,-,10143,942,04-OCT-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677721,West Region,Bukit Panjang
PRIVE,31 Punggol Field  #11-06 ,1,134,Strata,1430000,-,10672,991,04-OCT-2019,Executive Condominium,99 Yrs From 14/09/2010,2013,Resale,N.A,19,82,828816,North East Region,Punggol
BLOSSOM RESIDENCES,32 Segar Road  #15-17 ,1,139,Strata,1203800,-,8660,805,03-OCT-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677722,West Region,Bukit Panjang
ESPARINA RESIDENCES,111 Compassvale Bow  #03-01 ,1,77,Strata,885000,-,11494,1068,03-OCT-2019,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,N.A,19,54,544998,North East Region,Sengkang
WOODSVALE,3 Woodlands Drive 72  #07-05 ,1,120,Strata,770000,-,6417,596,03-OCT-2019,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,N.A,25,73,738090,North Region,Woodlands
PARK GREEN,2 Rivervale Link  #08-04 ,1,142,Strata,1200000,-,8451,785,03-OCT-2019,Executive Condominium,99 Yrs From 17/08/2001,2004,Resale,N.A,19,54,545040,North East Region,Sengkang
PIERMONT GRAND,26 Sumang Walk  #07-10 ,1,140,Strata,1680200,-,12001,1115,02-OCT-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828618,North East Region,Punggol
ESPARINA RESIDENCES,123 Compassvale Bow  #09-28 ,1,99,Strata,1250000,-,12626,1173,02-OCT-2019,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,N.A,19,54,544819,North East Region,Sengkang
BELYSA,57 Pasir Ris Drive 1  #02-11 ,1,132,Strata,1150000,-,8712,809,02-OCT-2019,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,N.A,18,51,519531,East Region,Pasir Ris
RIVERPARC RESIDENCE,96 Punggol Drive  #13-15 ,1,100,Strata,995000,-,9950,924,02-OCT-2019,Executive Condominium,99 Yrs From 27/12/2010,2014,Resale,N.A,19,82,828797,North East Region,Punggol
AUSTVILLE RESIDENCES,11 Sengkang East Avenue  #17-02 ,1,96,Strata,918000,-,9563,888,02-OCT-2019,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,N.A,19,54,544804,North East Region,Sengkang
BLOSSOM RESIDENCES,30 Segar Road  #04-01 ,1,70,Strata,750000,-,10714,995,01-OCT-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677721,West Region,Bukit Panjang
AUSTVILLE RESIDENCES,19 Sengkang East Avenue  #05-19 ,1,96,Strata,860000,-,8958,832,01-OCT-2019,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,N.A,19,54,544808,North East Region,Sengkang
PIERMONT GRAND,26 Sumang Walk  #05-11 ,1,124,Strata,1478400,-,11923,1108,01-OCT-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828618,North East Region,Punggol
THE CANOPY,79 Yishun Avenue 11  #08-22 ,1,98,Strata,883000,-,9010,837,30-SEP-2019,Executive Condominium,99 Yrs From 14/06/2010,2014,Resale,N.A,27,76,768862,North Region,Yishun
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #03-03 ,1,90,Strata,790000,-,8778,815,30-SEP-2019,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529863,East Region,Tampines
PINEVALE,12 Tampines Street 73  #11-03 ,1,129,Strata,950000,-,7364,684,30-SEP-2019,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528828,East Region,Tampines
WINDERMERE,28 Choa Chu Kang Street 64  #11-02 ,1,119,Strata,850000,-,7143,664,30-SEP-2019,Executive Condominium,99 Yrs From 03/03/1997,1999,Resale,N.A,23,68,689097,West Region,Choa Chu Kang
NORTHOAKS,28 Woodlands Crescent  #02-21 ,1,113,Strata,730000,-,6460,600,30-SEP-2019,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,N.A,25,73,738085,North Region,Woodlands
AUSTVILLE RESIDENCES,15 Sengkang East Avenue  #02-13 ,1,102,Strata,863000,-,8461,786,30-SEP-2019,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544806,North East Region,Sengkang
BELYSA,57 Pasir Ris Drive 1  #08-05 ,1,90,Strata,880000,-,9778,908,30-SEP-2019,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,N.A,18,51,519531,East Region,Pasir Ris
PIERMONT GRAND,24 Sumang Walk  #08-06 ,1,127,Strata,1527200,-,12025,1117,30-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828678,North East Region,Punggol
BLOSSOM RESIDENCES,30 Segar Road  #08-05 ,1,101,Strata,942000,-,9327,866,30-SEP-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677721,West Region,Bukit Panjang
PIERMONT GRAND,36 Sumang Walk  #04-30 ,1,92,Strata,1061600,-,11539,1072,29-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828623,North East Region,Punggol
PIERMONT GRAND,42 Sumang Walk  #02-42 ,1,90,Strata,1072100,-,11912,1107,28-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828626,North East Region,Punggol
BELYSA,55 Pasir Ris Drive 1  #10-04 ,1,83,Strata,815000,-,9819,912,27-SEP-2019,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,HDB,18,51,519530,East Region,Pasir Ris
THE QUINTET,40 Choa Chu Kang Street 64  #03-09 ,1,146,Strata,1155000,-,7911,735,27-SEP-2019,Executive Condominium,99 Yrs From 22/01/2003,2006,Resale,N.A,23,68,689103,West Region,Choa Chu Kang
AUSTVILLE RESIDENCES,23 Sengkang East Avenue  #07-30 ,1,107,Strata,1000000,-,9346,868,27-SEP-2019,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,N.A,19,54,544810,North East Region,Sengkang
PIERMONT GRAND,26 Sumang Walk  #01-11 ,1,127,Strata,1525600,-,12013,1116,26-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828618,North East Region,Punggol
BLOSSOM RESIDENCES,30 Segar Road  #15-03 ,1,90,Strata,885000,-,9833,914,26-SEP-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677721,West Region,Bukit Panjang
PIERMONT GRAND,34 Sumang Walk  #12-26 ,1,133,Strata,1555200,-,11693,1086,26-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828622,North East Region,Punggol
LILYDALE,550 Yishun Avenue 6  #07-04 ,1,111,Strata,750000,-,6757,628,26-SEP-2019,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,HDB,27,76,768961,North Region,Yishun
BISHAN LOFT,31 Bishan Street 11  #21-06 ,1,130,Strata,1620000,-,12462,1158,26-SEP-2019,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,N.A,20,57,579819,Central Region,Bishan
ARC AT TAMPINES,5 Tampines Avenue 8  #06-08 ,1,89,Strata,892000,-,10022,931,26-SEP-2019,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,HDB,18,52,529596,East Region,Tampines
PIERMONT GRAND,44 Sumang Walk  #16-47 ,1,78,Strata,951200,-,12195,1133,26-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828627,North East Region,Punggol
YEW MEI GREEN,50 Choa Chu Kang North 6  #14-01 ,1,120,Strata,853000,-,7108,660,25-SEP-2019,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,N.A,23,68,689574,West Region,Choa Chu Kang
BLOSSOM RESIDENCES,30 Segar Road  #11-02 ,1,70,Strata,725000,-,10357,962,25-SEP-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677721,West Region,Bukit Panjang
LA CASA,64 Woodlands Drive 16  #05-32 ,1,84,Strata,690000,-,8214,763,24-SEP-2019,Executive Condominium,99 Yrs From 13/09/2004,2008,Resale,HDB,25,73,737894,North Region,Woodlands
PIERMONT GRAND,24 Sumang Walk  #13-07 ,1,103,Strata,1264000,-,12272,1140,24-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828678,North East Region,Punggol
BELYSA,55 Pasir Ris Drive 1  #10-01 ,1,77,Strata,768000,-,9974,927,23-SEP-2019,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,HDB,18,51,519530,East Region,Pasir Ris
AUSTVILLE RESIDENCES,21 Sengkang East Avenue  #06-21 ,1,95,Strata,926000,-,9747,906,23-SEP-2019,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544809,North East Region,Sengkang
WOODSVALE,11 Woodlands Drive 72  #10-39 ,1,115,Strata,817000,-,7104,660,23-SEP-2019,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,N.A,25,73,738094,North Region,Woodlands
ESPARINA RESIDENCES,123 Compassvale Bow  #10-28 ,1,99,Strata,1180000,-,11919,1107,23-SEP-2019,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,N.A,19,54,544819,North East Region,Sengkang
BISHAN LOFT,33 Bishan Street 11  #25-09 ,1,136,Strata,1750000,-,12868,1195,23-SEP-2019,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,N.A,20,57,579820,Central Region,Bishan
THE FLORIDA,72 Hougang Avenue 7  #09-15 ,1,129,Strata,1050000,-,8140,756,23-SEP-2019,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,N.A,19,53,538805,North East Region,Hougang
ARC AT TAMPINES,17 Tampines Avenue 8  #09-28 ,1,74,Strata,760000,-,10270,954,23-SEP-2019,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,N.A,18,52,529602,East Region,Tampines
PIERMONT GRAND,30 Sumang Walk  #09-18 ,1,126,Strata,1528600,-,12132,1127,22-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828620,North East Region,Punggol
PIERMONT GRAND,44 Sumang Walk  #03-48 ,1,84,Strata,988800,-,11771,1094,22-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828627,North East Region,Punggol
PIERMONT GRAND,32 Sumang Walk  #13-23 ,1,121,Strata,1442900,-,11925,1108,22-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828621,North East Region,Punggol
PIERMONT GRAND,32 Sumang Walk  #12-23 ,1,121,Strata,1438800,-,11891,1105,22-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828621,North East Region,Punggol
PIERMONT GRAND,46 Sumang Walk  #07-54 ,1,78,Strata,924000,-,11846,1101,21-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828628,North East Region,Punggol
BLOSSOM RESIDENCES,32 Segar Road  #04-17 ,1,101,Strata,920000,-,9109,846,20-SEP-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677722,West Region,Bukit Panjang
NUOVO,25 Ang Mo Kio Avenue 9  #03-13 ,1,129,Strata,1238000,-,9597,892,19-SEP-2019,Executive Condominium,99 Yrs From 02/05/2001,2004,Resale,N.A,20,56,569788,North East Region,Ang Mo Kio
THE EDEN AT TAMPINES,29 Tampines Street 34  #07-27 ,1,116,Strata,966000,-,8328,774,19-SEP-2019,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,N.A,18,52,529236,East Region,Tampines
BLOSSOM RESIDENCES,34 Segar Road  #17-32 ,1,98,Strata,930000,-,9490,882,19-SEP-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677723,West Region,Bukit Panjang
RIVERPARC RESIDENCE,96 Punggol Drive  #01-15 ,1,126,Strata,1090000,-,8651,804,19-SEP-2019,Executive Condominium,99 Yrs From 27/12/2010,2014,Resale,HDB,19,82,828797,North East Region,Punggol
BLOSSOM RESIDENCES,30 Segar Road  #16-12 ,1,90,Strata,905000,-,10056,934,19-SEP-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677721,West Region,Bukit Panjang
BELYSA,59 Pasir Ris Drive 1  #01-16 ,1,115,Strata,940000,-,8174,759,19-SEP-2019,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,N.A,18,51,519532,East Region,Pasir Ris
BLOSSOM RESIDENCES,30 Segar Road  #03-04 ,1,98,Strata,890000,-,9082,844,18-SEP-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677721,West Region,Bukit Panjang
BLOSSOM RESIDENCES,34 Segar Road  #17-35 ,1,98,Strata,958000,-,9776,908,18-SEP-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677723,West Region,Bukit Panjang
RIVERPARC RESIDENCE,96 Punggol Drive  #12-14 ,1,92,Strata,870000,-,9457,879,18-SEP-2019,Executive Condominium,99 Yrs From 27/12/2010,2014,Resale,N.A,19,82,828797,North East Region,Punggol
BLOSSOM RESIDENCES,32 Segar Road  #01-13 ,1,155,Strata,1400000,-,9032,839,17-SEP-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677722,West Region,Bukit Panjang
AUSTVILLE RESIDENCES,13 Sengkang East Avenue  #08-10 ,1,95,Strata,915000,-,9632,895,17-SEP-2019,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544805,North East Region,Sengkang
PIERMONT GRAND,34 Sumang Walk  #18-25 ,1,92,Strata,998400,-,10852,1008,17-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828622,North East Region,Punggol
ARC AT TAMPINES,9 Tampines Avenue 8  #09-16 ,1,75,Strata,748000,-,9973,927,17-SEP-2019,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,HDB,18,52,529598,East Region,Tampines
BLOSSOM RESIDENCES,34 Segar Road  #09-28 ,1,98,Strata,825000,-,8418,782,16-SEP-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677723,West Region,Bukit Panjang
ARC AT TAMPINES,5 Tampines Avenue 8  #12-05 ,1,105,Strata,980000,-,9333,867,16-SEP-2019,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,N.A,18,52,529596,East Region,Tampines
SUMMERDALE,10 Boon Lay Drive  #10-29 ,1,130,Strata,918000,-,7062,656,16-SEP-2019,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649929,West Region,Jurong West
ARC AT TAMPINES,15 Tampines Avenue 8  #02-24 ,1,74,Strata,750000,-,10135,942,16-SEP-2019,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,HDB,18,52,529601,East Region,Tampines
PIERMONT GRAND,46 Sumang Walk  #13-54 ,1,78,Strata,942400,-,12082,1122,15-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828628,North East Region,Punggol
PIERMONT GRAND,28 Sumang Walk  #08-15 ,1,140,Strata,1686000,-,12043,1119,15-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828619,North East Region,Punggol
PIERMONT GRAND,28 Sumang Walk  #09-14 ,1,124,Strata,1481600,-,11948,1110,14-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828619,North East Region,Punggol
PIERMONT GRAND,28 Sumang Walk  #12-14 ,1,124,Strata,1538500,-,12407,1153,14-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828619,North East Region,Punggol
PIERMONT GRAND,40 Sumang Walk  #05-38 ,1,105,Strata,1227800,-,11693,1086,14-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828625,North East Region,Punggol
THE FLORIDA,78 Hougang Avenue 7  #07-26 ,1,114,Strata,831000,-,7289,677,13-SEP-2019,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,19,53,534260,North East Region,Hougang
PIERMONT GRAND,24 Sumang Walk  #04-06 ,1,127,Strata,1555800,-,12250,1138,13-SEP-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828678,North East Region,Punggol
ESPARINA RESIDENCES,123 Compassvale Bow  #15-28 ,1,99,Strata,1215000,-,12273,1140,13-SEP-2019,Executive Condominium,99 Yrs From 02/06/2010,2013,Resale,N.A,19,54,544819,North East Region,Sengkang
PRIVE,37 Punggol Field  #03-30 ,1,102,Strata,1090000,-,10686,993,13-SEP-2019,Executive Condominium,99 Yrs From 14/09/2010,2013,Resale,HDB,19,82,828809,North East Region,Punggol
BLOSSOM RESIDENCES,32 Segar Road  #03-15 ,1,98,Strata,880000,-,8980,834,13-SEP-2019,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,N.A,23,67,677722,West Region,Bukit Panjang
AUSTVILLE RESIDENCES,15 Sengkang East Avenue  #07-14 ,1,96,Strata,925000,-,9635,895,13-SEP-2019,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544806,North East Region,Sengkang
BELYSA,59 Pasir Ris Drive 1  #18-18 ,1,170,Strata,1180000,-,6941,645,13-SEP-2019,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,N.A,18,51,519532,East Region,Pasir Ris
