Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
YEW MEI GREEN,52 Choa Chu Kang North 6  #11-13 ,1,120,Strata,460000,-,3833,356,21-NOV-2006,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689575,West Region,Choa Chu Kang
WESTMERE,75 Jurong East Street 13  #18-01 ,1,116,Strata,465000,-,4009,372,21-NOV-2006,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,22,60,609652,West Region,Jurong East
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #03-05 ,1,116,Strata,415000,-,3578,332,20-NOV-2006,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529861,East Region,Tampines
THE FLORAVALE,228 Westwood Avenue  #04-22 ,1,124,Strata,360000,-,2903,270,17-NOV-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648358,West Region,Jurong West
WOODSVALE,9 Woodlands Drive 72  #13-28 ,1,114,Strata,391500,-,3434,319,17-NOV-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738093,North Region,Woodlands
THE FLORAVALE,242 Westwood Avenue  #12-52 ,1,115,Strata,390000,-,3391,315,17-NOV-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648365,West Region,Jurong West
THE QUINTET,42 Choa Chu Kang Street 64  #14-13 ,1,145,Strata,605052,-,4173,388,17-NOV-2006,Executive Condominium,99 Yrs From 22/01/2003,2006,New Sale,HDB,23,68,689104,West Region,Choa Chu Kang
YEW MEI GREEN,52 Choa Chu Kang North 6  #15-18 ,1,120,Strata,450000,-,3750,348,15-NOV-2006,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689575,West Region,Choa Chu Kang
WOODSVALE,9 Woodlands Drive 72  #14-24 ,1,234,Strata,660000,-,2821,262,15-NOV-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738093,North Region,Woodlands
WOODSVALE,11 Woodlands Drive 72  #10-40 ,1,114,Strata,378000,-,3316,308,14-NOV-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,Private,25,73,738094,North Region,Woodlands
LILYDALE,560 Yishun Avenue 6  #05-22 ,1,111,Strata,370000,-,3333,310,13-NOV-2006,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,27,76,768966,North Region,Yishun
LA CASA,54 Woodlands Drive 16  #04-09 ,1,110,Strata,498250,-,4530,421,13-NOV-2006,Executive Condominium,99 Yrs From 13/09/2004,2008,New Sale,HDB,25,73,737899,North Region,Woodlands
NORTHOAKS,26 Woodlands Crescent  #01-31 ,1,133,Strata,450000,-,3383,314,13-NOV-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738084,North Region,Woodlands
PINEVALE,10 Tampines Street 73  #11-01 ,1,120,Strata,460000,-,3833,356,13-NOV-2006,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528827,East Region,Tampines
WOODSVALE,7 Woodlands Drive 72  #06-13 ,1,120,Strata,394000,-,3283,305,13-NOV-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738092,North Region,Woodlands
THE FLORAVALE,232 Westwood Avenue  #08-29 ,1,115,Strata,375000,-,3261,303,13-NOV-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648360,West Region,Jurong West
THE QUINTET,42 Choa Chu Kang Street 64  #17-16 ,1,145,Strata,623574,-,4301,400,13-NOV-2006,Executive Condominium,99 Yrs From 22/01/2003,2006,New Sale,HDB,23,68,689104,West Region,Choa Chu Kang
WINDERMERE,22 Choa Chu Kang Street 64  #04-03 ,1,133,Strata,448000,-,3368,313,11-NOV-2006,Executive Condominium,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689094,West Region,Choa Chu Kang
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #08-04 ,1,116,Strata,430000,-,3707,344,10-NOV-2006,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529866,East Region,Tampines
PINEVALE,2 Tampines Street 73  #10-02 ,1,119,Strata,470000,-,3950,367,10-NOV-2006,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528823,East Region,Tampines
THE FLORAVALE,218 Westwood Avenue  #05-02 ,1,123,Strata,385000,-,3130,291,09-NOV-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648351,West Region,Jurong West
YEW MEI GREEN,52 Choa Chu Kang North 6  #20-23 ,1,120,Strata,460000,-,3833,356,09-NOV-2006,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689575,West Region,Choa Chu Kang
THE FLORIDA,72 Hougang Avenue 7  #12-13 ,1,119,Strata,425000,-,3571,332,09-NOV-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,19,53,538805,North East Region,Hougang
SIMEI GREEN CONDOMINIUM,9 Simei Street 4  #10-05 ,1,116,Strata,465000,-,4009,372,08-NOV-2006,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529865,East Region,Tampines
PINEVALE,8 Tampines Street 73  #03-02 ,1,129,Strata,450000,-,3488,324,08-NOV-2006,Executive Condominium,99 Yrs From 31/01/1997,Unknown,Resale,HDB,18,52,528826,East Region,Tampines
WOODSVALE,5 Woodlands Drive 72  #05-11 ,1,119,Strata,388000,-,3261,303,08-NOV-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,Private,25,73,738091,North Region,Woodlands
LA CASA,66 Woodlands Drive 16  #05-36 ,1,91,Strata,427250,-,4695,436,08-NOV-2006,Executive Condominium,99 Yrs From 13/09/2004,Uncompleted,New Sale,HDB,25,73,737893,North Region,Woodlands
NORTHOAKS,32 Woodlands Crescent  #12-04 ,1,116,Strata,420000,-,3621,336,07-NOV-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738087,North Region,Woodlands
NORTHOAKS,30 Woodlands Crescent  #02-13 ,1,116,Strata,405000,-,3491,324,06-NOV-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,25,73,738086,North Region,Woodlands
PINEVALE,2 Tampines Street 73  #03-02 ,1,129,Strata,470000,-,3643,338,06-NOV-2006,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528823,East Region,Tampines
YEW MEI GREEN,56 Choa Chu Kang North 6  #12-30 ,1,120,Strata,455000,-,3792,352,06-NOV-2006,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689577,West Region,Choa Chu Kang
NORTHOAKS,22 Woodlands Crescent  #12-38 ,1,120,Strata,425000,-,3542,329,06-NOV-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738082,North Region,Woodlands
NORTHOAKS,32 Woodlands Crescent  #13-03 ,1,98,Strata,356000,-,3633,337,05-NOV-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738087,North Region,Woodlands
SIMEI GREEN CONDOMINIUM,5 Simei Street 4  #01-05 ,1,148,Strata,530000,-,3581,333,04-NOV-2006,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529863,East Region,Tampines
SUMMERDALE,10 Boon Lay Drive  #03-31 ,1,111,Strata,368000,-,3315,308,02-NOV-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649929,West Region,Jurong West
PINEVALE,8 Tampines Street 73  #07-04 ,1,119,Strata,460000,-,3866,359,01-NOV-2006,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,Private,18,52,528826,East Region,Tampines
EASTVALE,35 Pasir Ris Drive 3  #07-04 ,1,110,Strata,478000,-,4345,404,31-OCT-2006,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,HDB,18,51,519493,East Region,Pasir Ris
CHESTERVALE,31 Bangkit Road  #15-03 ,1,133,Strata,480000,-,3609,335,31-OCT-2006,Executive Condominium,99 Yrs From 17/03/1997,1999,Resale,Private,23,67,679973,West Region,Bukit Panjang
LA CASA,56 Woodlands Drive 16  #08-13 ,1,103,Strata,507923,-,4931,458,30-OCT-2006,Executive Condominium,99 Yrs From 13/09/2004,2008,New Sale,Private,25,73,737898,North Region,Woodlands
THE FLORAVALE,230 Westwood Avenue  #12-27 ,1,116,Strata,370000,-,3190,296,30-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648359,West Region,Jurong West
NORTHOAKS,20 Woodlands Crescent  #01-45 ,1,152,Strata,495000,-,3257,303,30-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738081,North Region,Woodlands
NORTHOAKS,32 Woodlands Crescent  #15-03 ,1,231,Strata,580000,-,2511,233,29-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738087,North Region,Woodlands
SUMMERDALE,8 Boon Lay Drive  #03-20 ,1,130,Strata,408000,-,3138,292,27-OCT-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649928,West Region,Jurong West
SIMEI GREEN CONDOMINIUM,1 Simei Street 4  #05-06 ,1,90,Strata,370000,-,4111,382,27-OCT-2006,Executive Condominium,99 Yrs From 14/11/1996,Unknown,Resale,HDB,18,52,529861,East Region,Tampines
THE FLORAVALE,228 Westwood Avenue  #04-24 ,1,123,Strata,390000,-,3171,295,27-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West
YEW MEI GREEN,52 Choa Chu Kang North 6  #21-15 ,1,146,Strata,535000,-,3664,340,27-OCT-2006,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689575,West Region,Choa Chu Kang
NORTHOAKS,30 Woodlands Crescent  #02-09 ,1,116,Strata,360000,-,3103,288,27-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738086,North Region,Woodlands
PINEVALE,2 Tampines Street 73  #10-03 ,1,120,Strata,453000,-,3775,351,27-OCT-2006,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528823,East Region,Tampines
SUMMERDALE,2 Boon Lay Drive  #09-07 ,1,111,Strata,373000,-,3360,312,26-OCT-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649925,West Region,Jurong West
LA CASA,68 Woodlands Drive 16  #06-38 ,1,117,Strata,558110,-,4770,443,25-OCT-2006,Executive Condominium,99 Yrs From 13/09/2004,Uncompleted,New Sale,HDB,25,73,737892,North Region,Woodlands
THE RIVERVALE,3 Rivervale Link  #12-18 ,1,122,Strata,465000,-,3811,354,25-OCT-2006,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545119,North East Region,Sengkang
THE FLORAVALE,244 Westwood Avenue  #04-53 ,1,124,Strata,360000,-,2903,270,25-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648366,West Region,Jurong West
THE FLORAVALE,246 Westwood Avenue  #09-57 ,1,115,Strata,379800,-,3303,307,24-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648367,West Region,Jurong West
YEW MEI GREEN,52 Choa Chu Kang North 6  #13-18 ,1,120,Strata,415000,-,3458,321,20-OCT-2006,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689575,West Region,Choa Chu Kang
THE QUINTET,42 Choa Chu Kang Street 64  #19-16 ,1,324,Strata,865242,-,2671,248,19-OCT-2006,Executive Condominium,99 Yrs From 22/01/2003,2006,New Sale,HDB,23,68,689104,West Region,Choa Chu Kang
WOODSVALE,7 Woodlands Drive 72  #09-14 ,1,131,Strata,420000,-,3206,298,19-OCT-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738092,North Region,Woodlands
PINEVALE,4 Tampines Street 73  #06-01 ,1,145,Strata,515000,-,3552,330,19-OCT-2006,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528824,East Region,Tampines
THE RIVERVALE,1 Rivervale Link  #08-15 ,1,122,Strata,465000,-,3811,354,19-OCT-2006,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545118,North East Region,Sengkang
WOODSVALE,5 Woodlands Drive 72  #04-10 ,1,122,Strata,400000,-,3279,305,19-OCT-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738091,North Region,Woodlands
WOODSVALE,11 Woodlands Drive 72  #11-29 ,1,114,Strata,378000,-,3316,308,17-OCT-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738094,North Region,Woodlands
WOODSVALE,11 Woodlands Drive 72  #04-32 ,1,114,Strata,380000,-,3333,310,17-OCT-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,Private,25,73,738094,North Region,Woodlands
LA CASA,66 Woodlands Drive 16  #04-34 ,1,109,Strata,524610,-,4813,447,17-OCT-2006,Executive Condominium,99 Yrs From 13/09/2004,Uncompleted,New Sale,HDB,25,73,737893,North Region,Woodlands
LA CASA,66 Woodlands Drive 16  #08-36 ,1,91,Strata,433000,-,4758,442,17-OCT-2006,Executive Condominium,99 Yrs From 13/09/2004,Uncompleted,New Sale,HDB,25,73,737893,North Region,Woodlands
THE RIVERVALE,7 Rivervale Link  #04-33 ,1,121,Strata,408000,-,3372,313,16-OCT-2006,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545125,North East Region,Sengkang
THE RIVERVALE,7 Rivervale Link  #09-43 ,1,117,Strata,465000,-,3974,369,16-OCT-2006,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545125,North East Region,Sengkang
THE FLORAVALE,228 Westwood Avenue  #05-23 ,1,123,Strata,380000,-,3089,287,15-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West
NORTHOAKS,28 Woodlands Crescent  #02-21 ,1,113,Strata,357000,-,3159,294,13-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738085,North Region,Woodlands
YEW MEI GREEN,52 Choa Chu Kang North 6  #09-14 ,1,120,Strata,440000,-,3667,341,13-OCT-2006,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689575,West Region,Choa Chu Kang
THE QUINTET,36 Choa Chu Kang Street 64  #14-02 ,1,117,Strata,509498,-,4355,405,13-OCT-2006,Executive Condominium,99 Yrs From 22/01/2003,2006,New Sale,HDB,23,68,689101,West Region,Choa Chu Kang
WOODSVALE,7 Woodlands Drive 72  #12-13 ,1,120,Strata,380000,-,3167,294,12-OCT-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738092,North Region,Woodlands
SUMMERDALE,2 Boon Lay Drive  #12-08 ,1,123,Strata,408000,-,3317,308,12-OCT-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649925,West Region,Jurong West
THE FLORAVALE,226 Westwood Avenue  #11-20 ,1,115,Strata,375000,-,3261,303,12-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648357,West Region,Jurong West
THE RIVERVALE,3 Rivervale Link  #11-24 ,1,116,Strata,470000,-,4052,376,12-OCT-2006,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,HDB,19,54,545119,North East Region,Sengkang
THE RIVERVALE,3 Rivervale Link  #16-27 ,1,117,Strata,430000,-,3675,341,11-OCT-2006,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545119,North East Region,Sengkang
THE RIVERVALE,1 Rivervale Link  #08-11 ,1,117,Strata,424000,-,3624,337,11-OCT-2006,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang
WOODSVALE,17 Woodlands Drive 72  #02-46 ,1,122,Strata,350000,-,2869,267,11-OCT-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,Private,25,73,738097,North Region,Woodlands
YEW MEI GREEN,52 Choa Chu Kang North 6  #05-15 ,1,131,Strata,435000,-,3321,308,11-OCT-2006,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,Private,23,68,689575,West Region,Choa Chu Kang
THE QUINTET,44 Choa Chu Kang Street 64  #18-17 ,1,145,Strata,627102,-,4325,402,10-OCT-2006,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689105,West Region,Choa Chu Kang
THE FLORAVALE,218 Westwood Avenue  #08-03 ,1,131,Strata,415000,-,3168,294,09-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648351,West Region,Jurong West
THE FLORIDA,70 Hougang Avenue 7  #03-01 ,1,121,Strata,418000,-,3455,321,09-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,19,53,538804,North East Region,Hougang
NORTHOAKS,26 Woodlands Crescent  #03-30 ,1,120,Strata,405000,-,3375,314,09-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738084,North Region,Woodlands
THE FLORAVALE,246 Westwood Avenue  #09-60 ,1,123,Strata,420000,-,3415,317,06-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648367,West Region,Jurong West
THE RIVERVALE,7 Rivervale Link  #04-35 ,1,121,Strata,420000,-,3471,322,06-OCT-2006,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545125,North East Region,Sengkang
THE QUINTET,36 Choa Chu Kang Street 64  #02-02 ,1,118,Strata,489510,-,4148,385,06-OCT-2006,Executive Condominium,99 Yrs From 22/01/2003,2006,New Sale,HDB,23,68,689101,West Region,Choa Chu Kang
SIMEI GREEN CONDOMINIUM,11 Simei Street 4  #06-03 ,1,90,Strata,360000,-,4000,372,06-OCT-2006,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,Private,18,52,529866,East Region,Tampines
SUMMERDALE,8 Boon Lay Drive  #09-21 ,1,130,Strata,420000,-,3231,300,06-OCT-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,22,64,649928,West Region,Jurong West
NORTHOAKS,32 Woodlands Crescent  #14-08 ,1,116,Strata,412000,-,3552,330,06-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738087,North Region,Woodlands
THE QUINTET,36 Choa Chu Kang Street 64  #14-03 ,1,117,Strata,506951,-,4333,403,05-OCT-2006,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,Private,23,68,689101,West Region,Choa Chu Kang
THE QUINTET,36 Choa Chu Kang Street 64  #13-02 ,1,117,Strata,503592,-,4304,400,05-OCT-2006,Executive Condominium,99 Yrs From 22/01/2003,2006,New Sale,HDB,23,68,689101,West Region,Choa Chu Kang
EASTVALE,35 Pasir Ris Drive 3  #12-05 ,1,105,Strata,495000,-,4714,438,04-OCT-2006,Executive Condominium,99 Yrs From 26/06/1996,1999,Resale,Private,18,51,519493,East Region,Pasir Ris
SIMEI GREEN CONDOMINIUM,15 Simei Street 4  #01-02 ,1,145,Strata,500000,-,3448,320,02-OCT-2006,Executive Condominium,99 Yrs From 14/11/1996,1999,Resale,HDB,18,52,529868,East Region,Tampines
THE FLORIDA,76 Hougang Avenue 7  #07-23 ,1,129,Strata,462000,-,3581,333,02-OCT-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,19,53,538807,North East Region,Hougang
WOODSVALE,9 Woodlands Drive 72  #01-26 ,1,130,Strata,415000,-,3192,297,02-OCT-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738093,North Region,Woodlands
PINEVALE,6 Tampines Street 73  #13-04 ,1,119,Strata,445000,-,3739,347,29-SEP-2006,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
THE RIVERVALE,3 Rivervale Link  #07-25 ,1,116,Strata,442000,-,3810,354,29-SEP-2006,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545119,North East Region,Sengkang
WOODSVALE,7 Woodlands Drive 72  #07-15 ,1,119,Strata,408000,-,3429,319,29-SEP-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738092,North Region,Woodlands
LA CASA,60 Woodlands Drive 16  #06-24 ,1,110,Strata,541690,-,4924,457,29-SEP-2006,Executive Condominium,99 Yrs From 13/09/2004,Uncompleted,New Sale,Private,25,73,737896,North Region,Woodlands
SUMMERDALE,2 Boon Lay Drive  #06-02 ,1,111,Strata,376800,-,3395,315,28-SEP-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649925,West Region,Jurong West
THE QUINTET,42 Choa Chu Kang Street 64  #06-13 ,1,146,Strata,587412,-,4023,374,27-SEP-2006,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689104,West Region,Choa Chu Kang
THE QUINTET,42 Choa Chu Kang Street 64  #13-14 ,1,117,Strata,476000,-,4068,378,27-SEP-2006,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689104,West Region,Choa Chu Kang
SUMMERDALE,2 Boon Lay Drive  #02-05 ,1,130,Strata,410000,-,3154,293,26-SEP-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,Private,22,64,649925,West Region,Jurong West
YEW MEI GREEN,50 Choa Chu Kang North 6  #12-11 ,1,105,Strata,399000,-,3800,353,26-SEP-2006,Executive Condominium,99 Yrs From 01/12/1997,2000,Resale,HDB,23,68,689574,West Region,Choa Chu Kang
WOODSVALE,11 Woodlands Drive 72  #10-36 ,1,120,Strata,408000,-,3400,316,26-SEP-2006,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738094,North Region,Woodlands
LA CASA,60 Woodlands Drive 16  #07-24 ,1,113,Strata,560720,-,4962,461,26-SEP-2006,Executive Condominium,99 Yrs From 13/09/2004,2008,New Sale,HDB,25,73,737896,North Region,Woodlands
NORTHOAKS,20 Woodlands Crescent  #12-41 ,1,116,Strata,370000,-,3190,296,25-SEP-2006,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738081,North Region,Woodlands
THE QUINTET,36 Choa Chu Kang Street 64  #03-02 ,1,118,Strata,481274,-,4079,379,25-SEP-2006,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689101,West Region,Choa Chu Kang
THE QUINTET,42 Choa Chu Kang Street 64  #13-16 ,1,145,Strata,614754,-,4240,394,25-SEP-2006,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,Private,23,68,689104,West Region,Choa Chu Kang
THE QUINTET,40 Choa Chu Kang Street 64  #15-12 ,1,145,Strata,608580,-,4197,390,25-SEP-2006,Executive Condominium,99 Yrs From 22/01/2003,Uncompleted,New Sale,HDB,23,68,689103,West Region,Choa Chu Kang
