Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
LA CASA,62 Woodlands Drive 16  #11-27 ,1,117,Strata,1015000,-,8675,806,26-FEB-2014,Executive Condominium,99 Yrs From 13/09/2004,2008,Resale,HDB,25,73,737895,North Region,Woodlands
FORESTVILLE,48 Woodlands Drive 16  #02-54 ,1,139,Strata,1144490,-,8234,765,26-FEB-2014,Executive Condominium,99 Yrs From 06/08/2012,Uncompleted,New Sale,HDB,25,73,737763,North Region,Woodlands
ECOPOLITAN,124 Punggol Walk  #05-02 ,1,113,Strata,950000,-,8407,781,26-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,HDB,19,82,828773,North East Region,Punggol
WATERWOODS,19 Punggol Field Walk  #09-11 ,1,119,Strata,1009329,-,8482,788,26-FEB-2014,Executive Condominium,99 Yrs From 11/03/2013,Uncompleted,New Sale,HDB,19,82,828748,North East Region,Punggol
SEA HORIZON,1 Pasir Ris Rise  #05-02 ,1,72,Strata,602000,-,8361,777,26-FEB-2014,Executive Condominium,99 Yrs From 25/02/2013,Uncompleted,New Sale,HDB,18,51,518080,East Region,Pasir Ris
SKYPARK RESIDENCES,19 Sembawang Crescent  #13-35 ,1,107,Strata,927000,-,8664,805,26-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757052,North Region,Sembawang
CITYLIFE@TAMPINES,59 Tampines Central 7  #03-18 ,1,128,Strata,1085400,-,8480,788,26-FEB-2014,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528594,East Region,Tampines
WATERWOODS,15 Punggol Field Walk  #05-04 ,1,75,Strata,658354,-,8778,816,26-Feb-2014,Executive Condominium,99 Yrs From 11/03/2013,Uncompleted,New Sale,HDB,19,82,828746,North East Region,Punggol
ECOPOLITAN,136 Punggol Walk  #11-25 ,1,102,Strata,895500,-,8779,816,25-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,Private,19,82,828699,North East Region,Punggol
ECOPOLITAN,124 Punggol Walk  #05-03 ,1,113,Strata,948500,-,8394,780,25-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,HDB,19,82,828773,North East Region,Punggol
ECOPOLITAN,138 Punggol Walk  #03-30 ,1,113,Strata,939500,-,8314,772,25-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,HDB,19,82,828700,North East Region,Punggol
SKYPARK RESIDENCES,3 Sembawang Crescent  #04-08 ,1,122,Strata,1026000,-,8410,781,24-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
HERON BAY,51 Upper Serangoon View  #14-01 ,1,129,Strata,1182000,-,9163,851,24-FEB-2014,Executive Condominium,99 Yrs From 04/06/2012,Uncompleted,New Sale,HDB,19,53,534020,North East Region,Hougang
FORESTVILLE,42 Woodlands Drive 16  #11-44 ,1,99,Strata,758400,-,7661,712,24-FEB-2014,Executive Condominium,99 Yrs From 06/08/2012,Uncompleted,New Sale,HDB,25,73,737775,North Region,Woodlands
SKYPARK RESIDENCES,1 Sembawang Crescent  #14-04 ,1,122,Strata,1062000,-,8705,809,24-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,11 Sembawang Crescent  #09-23 ,1,148,Strata,1323500,-,8943,831,24-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757058,North Region,Sembawang
SKYPARK RESIDENCES,19 Sembawang Crescent  #14-34 ,1,107,Strata,985000,-,9206,855,24-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757052,North Region,Sembawang
THE RIVERVALE,1 Rivervale Link  #12-07 ,1,127,Strata,1020000,-,8031,746,24-FEB-2014,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,Private,19,54,545118,North East Region,Sengkang
SKYPARK RESIDENCES,1 Sembawang Crescent  #12-02 ,1,106,Strata,873000,-,8236,765,21-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,9 Sembawang Crescent  #01-17 ,1,160,Strata,1438500,-,8991,835,21-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757057,North Region,Sembawang
FORESTVILLE,42 Woodlands Drive 16  #04-45 ,1,128,Strata,863040,-,6743,626,20-FEB-2014,Executive Condominium,99 Yrs From 06/08/2012,Uncompleted,New Sale,HDB,25,73,737775,North Region,Woodlands
SKYPARK RESIDENCES,3 Sembawang Crescent  #05-05 ,1,107,Strata,863000,-,8065,749,19-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
FORESTVILLE,24 Woodlands Drive 16  #03-11 ,1,96,Strata,735360,-,7660,712,19-FEB-2014,Executive Condominium,99 Yrs From 06/08/2012,Uncompleted,New Sale,HDB,25,73,737881,North Region,Woodlands
SKYPARK RESIDENCES,3 Sembawang Crescent  #13-05 ,1,107,Strata,888000,-,8299,771,19-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,9 Sembawang Crescent  #11-20 ,1,160,Strata,1453500,-,9084,844,19-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757057,North Region,Sembawang
FORESTVILLE,38 Woodlands Drive 16  #05-36 ,1,102,Strata,798720,-,7831,727,19-FEB-2014,Executive Condominium,99 Yrs From 06/08/2012,Uncompleted,New Sale,HDB,25,73,737773,North Region,Woodlands
WATERWOODS,23 Punggol Field Walk  #10-18 ,1,119,Strata,1015957,-,8537,793,19-FEB-2014,Executive Condominium,99 Yrs From 11/03/2013,Uncompleted,New Sale,HDB,19,82,828750,North East Region,Punggol
SEA HORIZON,1 Pasir Ris Rise  #05-03 ,1,75,Strata,627000,-,8360,777,19-FEB-2014,Executive Condominium,99 Yrs From 25/02/2013,Uncompleted,New Sale,HDB,18,51,518080,East Region,Pasir Ris
FORESTVILLE,34 Woodlands Drive 16  #05-31 ,1,151,Strata,1216670,-,8057,749,19-FEB-2014,Executive Condominium,99 Yrs From 06/08/2012,Uncompleted,New Sale,HDB,25,73,737771,North Region,Woodlands
SEA HORIZON,11 Pasir Ris Rise  #01-22 ,1,126,Strata,1056112,-,8382,779,18-FEB-2014,Executive Condominium,99 Yrs From 25/02/2013,Uncompleted,New Sale,HDB,18,51,518085,East Region,Pasir Ris
SEA HORIZON,15 Pasir Ris Rise  #02-29 ,1,126,Strata,1042000,-,8270,768,18-FEB-2014,Executive Condominium,99 Yrs From 25/02/2013,Uncompleted,New Sale,HDB,18,51,518087,East Region,Pasir Ris
FORESTVILLE,24 Woodlands Drive 16  #09-10 ,1,112,Strata,980440,-,8754,813,18-FEB-2014,Executive Condominium,99 Yrs From 06/08/2012,Uncompleted,New Sale,HDB,25,73,737881,North Region,Woodlands
NUOVO,25 Ang Mo Kio Avenue 9  #13-16 ,1,104,Strata,1050000,-,10096,938,18-FEB-2014,Executive Condominium,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio
FORESTVILLE,22 Woodlands Drive 16  #11-08 ,1,101,Strata,802560,-,7946,738,18-FEB-2014,Executive Condominium,99 Yrs From 06/08/2012,Uncompleted,New Sale,HDB,25,73,737880,North Region,Woodlands
SKYPARK RESIDENCES,15 Sembawang Crescent  #11-26 ,1,122,Strata,1071000,-,8779,816,18-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SEA HORIZON,19 Pasir Ris Rise  #10-38 ,1,121,Strata,1085000,-,8967,833,18-FEB-2014,Executive Condominium,99 Yrs From 25/02/2013,Uncompleted,New Sale,HDB,18,51,518089,East Region,Pasir Ris
WATERWOODS,25 Punggol Field Walk  #11-23 ,1,119,Strata,1019800,-,8570,796,17-FEB-2014,Executive Condominium,99 Yrs From 11/03/2013,Uncompleted,New Sale,Private,19,82,828751,North East Region,Punggol
SKYPARK RESIDENCES,19 Sembawang Crescent  #05-35 ,1,107,Strata,895000,-,8364,777,17-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757052,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #07-12 ,1,122,Strata,1035000,-,8484,788,17-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
PARK GREEN,10 Rivervale Link  #03-17 ,1,141,Strata,1238000,-,8780,816,17-FEB-2014,Executive Condominium,99 Yrs From 17/08/2001,2004,Resale,Private,19,54,545044,North East Region,Sengkang
HERON BAY,55 Upper Serangoon View  #06-12 ,1,119,Strata,927000,-,7790,724,17-FEB-2014,Executive Condominium,99 Yrs From 04/06/2012,Uncompleted,New Sale,HDB,19,53,534018,North East Region,Hougang
SKYPARK RESIDENCES,19 Sembawang Crescent  #08-35 ,1,107,Strata,910000,-,8505,790,17-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,Private,27,75,757052,North Region,Sembawang
WATERWOODS,17 Punggol Field Walk  #07-07 ,1,96,Strata,818301,-,8524,792,14-FEB-2014,Executive Condominium,99 Yrs From 11/03/2013,Uncompleted,New Sale,HDB,19,82,828747,North East Region,Punggol
ECOPOLITAN,130 Punggol Walk  #08-14 ,1,106,Strata,877500,-,8278,769,14-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,HDB,19,82,828776,North East Region,Punggol
WATERWOODS,19 Punggol Field Walk  #01-11 ,1,119,Strata,973684,-,8182,760,14-FEB-2014,Executive Condominium,99 Yrs From 11/03/2013,Uncompleted,New Sale,HDB,19,82,828748,North East Region,Punggol
SEA HORIZON,3 Pasir Ris Rise  #04-06 ,1,99,Strata,818000,-,8263,768,14-FEB-2014,Executive Condominium,99 Yrs From 25/02/2013,Uncompleted,New Sale,HDB,18,51,518081,East Region,Pasir Ris
WATERWOODS,19 Punggol Field Walk  #01-12 ,1,97,Strata,836464,-,8623,801,14-FEB-2014,Executive Condominium,99 Yrs From 11/03/2013,Uncompleted,New Sale,HDB,19,82,828748,North East Region,Punggol
SKYPARK RESIDENCES,17 Sembawang Crescent  #14-32 ,1,148,Strata,1268500,-,8571,796,14-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757061,North Region,Sembawang
ECOPOLITAN,134 Punggol Walk  #06-22 ,1,142,Strata,1170100,-,8240,766,14-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,HDB,19,82,828778,North East Region,Punggol
WATERWOODS,17 Punggol Field Walk  #01-06 ,1,119,Strata,945502,-,7945,738,14-FEB-2014,Executive Condominium,99 Yrs From 11/03/2013,Uncompleted,New Sale,HDB,19,82,828747,North East Region,Punggol
SEA HORIZON,13 Pasir Ris Rise  #08-27 ,1,105,Strata,925000,-,8810,818,14-FEB-2014,Executive Condominium,99 Yrs From 25/02/2013,Uncompleted,New Sale,Private,18,51,518086,East Region,Pasir Ris
SKYPARK RESIDENCES,19 Sembawang Crescent  #13-34 ,1,107,Strata,952000,-,8897,827,14-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757052,North Region,Sembawang
SEA HORIZON,11 Pasir Ris Rise  #09-23 ,1,121,Strata,1115000,-,9215,856,14-FEB-2014,Executive Condominium,99 Yrs From 25/02/2013,Uncompleted,New Sale,HDB,18,51,518085,East Region,Pasir Ris
SKYPARK RESIDENCES,5 Sembawang Crescent  #13-10 ,1,106,Strata,876000,-,8264,768,14-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
ECOPOLITAN,132 Punggol Walk  #10-18 ,1,111,Strata,957700,-,8628,802,13-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,HDB,19,82,828777,North East Region,Punggol
ECOPOLITAN,134 Punggol Walk  #02-23 ,1,113,Strata,975200,-,8630,802,13-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,HDB,19,82,828778,North East Region,Punggol
SKYPARK RESIDENCES,3 Sembawang Crescent  #10-07 ,1,121,Strata,1038500,-,8583,797,13-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SEA HORIZON,1 Pasir Ris Rise  #08-02 ,1,72,Strata,611000,-,8486,788,13-FEB-2014,Executive Condominium,99 Yrs From 25/02/2013,2016,New Sale,Private,18,51,518080,East Region,Pasir Ris
LUSH ACRES,5 Fernvale Close  #02-11 ,1,85,Strata,732260,-,8615,800,13-FEB-2014,Executive Condominium,99 Yrs From 13/02/2013,Uncompleted,New Sale,HDB,28,79,797487,North East Region,Sengkang
WATERWOODS,15 Punggol Field Walk  #17-01 ,1,155,Strata,1347748,-,8695,808,13-FEB-2014,Executive Condominium,99 Yrs From 11/03/2013,Uncompleted,New Sale,HDB,19,82,828746,North East Region,Punggol
FORESTVILLE,30 Woodlands Drive 16  #04-21 ,1,121,Strata,929295,-,7680,714,12-FEB-2014,Executive Condominium,99 Yrs From 06/08/2012,Uncompleted,New Sale,HDB,25,73,737769,North Region,Woodlands
SKYPARK RESIDENCES,3 Sembawang Crescent  #08-07 ,1,121,Strata,1065000,-,8802,818,12-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #08-06 ,1,106,Strata,864000,-,8151,757,12-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,Private,27,75,757094,North Region,Sembawang
WOODSVALE,11 Woodlands Drive 72  #07-37 ,1,114,Strata,900000,-,7895,733,12-FEB-2014,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738094,North Region,Woodlands
ECOPOLITAN,126 Punggol Walk  #14-06 ,1,127,Strata,1111300,-,8750,813,12-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,Private,19,82,828774,North East Region,Punggol
SEA HORIZON,23 Pasir Ris Rise  #08-45 ,1,122,Strata,1101000,-,9025,838,12-FEB-2014,Executive Condominium,99 Yrs From 25/02/2013,Uncompleted,New Sale,HDB,18,51,518091,East Region,Pasir Ris
SKYPARK RESIDENCES,1 Sembawang Crescent  #09-04 ,1,122,Strata,1042000,-,8541,793,12-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
LUSH ACRES,7 Fernvale Close  #08-16 ,1,140,Strata,1197180,-,8551,794,12-FEB-2014,Executive Condominium,99 Yrs From 13/02/2013,Uncompleted,New Sale,HDB,28,79,797488,North East Region,Sengkang
LUSH ACRES,3 Fernvale Close  #24-07 ,1,105,Strata,979900,-,9332,867,12-FEB-2014,Executive Condominium,99 Yrs From 13/02/2013,Uncompleted,New Sale,HDB,28,79,797486,North East Region,Sengkang
1 CANBERRA,1 Canberra Drive  #02-02 ,1,90,Strata,687412,-,7638,710,12-FEB-2014,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768101,North Region,Yishun
SKYPARK RESIDENCES,9 Sembawang Crescent  #03-19 ,1,160,Strata,1421500,-,8884,825,12-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,Private,27,75,757057,North Region,Sembawang
NORTHOAKS,22 Woodlands Crescent  #13-38 ,1,120,Strata,932500,-,7771,722,12-FEB-2014,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738082,North Region,Woodlands
SEA HORIZON,7 Pasir Ris Rise  #08-14 ,1,107,Strata,934000,-,8729,811,11-FEB-2014,Executive Condominium,99 Yrs From 25/02/2013,Uncompleted,New Sale,HDB,18,51,518083,East Region,Pasir Ris
SKYPARK RESIDENCES,17 Sembawang Crescent  #07-29 ,1,148,Strata,1276500,-,8625,801,11-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757061,North Region,Sembawang
HERON BAY,53 Upper Serangoon View  #16-07 ,1,95,Strata,854900,-,8999,836,11-FEB-2014,Executive Condominium,99 Yrs From 04/06/2012,Uncompleted,New Sale,HDB,19,53,534019,North East Region,Hougang
ECOPOLITAN,124 Punggol Walk  #07-03 ,1,113,Strata,944100,-,8355,776,11-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,HDB,19,82,828773,North East Region,Punggol
FORESTVILLE,42 Woodlands Drive 16  #06-45 ,1,96,Strata,728640,-,7590,705,11-FEB-2014,Executive Condominium,99 Yrs From 06/08/2012,Uncompleted,New Sale,HDB,25,73,737775,North Region,Woodlands
ECOPOLITAN,124 Punggol Walk  #15-01 ,1,102,Strata,913300,-,8954,832,11-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,HDB,19,82,828773,North East Region,Punggol
SKYPARK RESIDENCES,5 Sembawang Crescent  #08-11 ,1,121,Strata,1033500,-,8541,794,11-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SEA HORIZON,5 Pasir Ris Rise  #03-10 ,1,103,Strata,847000,-,8223,764,11-FEB-2014,Executive Condominium,99 Yrs From 25/02/2013,Uncompleted,New Sale,Private,18,51,518082,East Region,Pasir Ris
SEA HORIZON,15 Pasir Ris Rise  #04-32 ,1,150,Strata,1264000,-,8427,783,11-FEB-2014,Executive Condominium,99 Yrs From 25/02/2013,Uncompleted,New Sale,HDB,18,51,518087,East Region,Pasir Ris
ECOPOLITAN,128 Punggol Walk  #14-11 ,1,127,Strata,1144700,-,9013,837,11-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,HDB,19,82,828775,North East Region,Punggol
ECOPOLITAN,124 Punggol Walk  #11-02 ,1,113,Strata,974400,-,8623,801,11-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,Private,19,82,828773,North East Region,Punggol
WATERCOLOURS,29 Pasir Ris Link  #10-21 ,1,88,Strata,729400,-,8289,770,11-FEB-2014,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518152,East Region,Pasir Ris
CITYLIFE@TAMPINES,55 Tampines Central 7  #13-08 ,1,103,Strata,942700,-,9152,850,10-FEB-2014,Executive Condominium,99 Yrs From 13/08/2012,Uncompleted,New Sale,HDB,18,52,528617,East Region,Tampines
WATERCOLOURS,27 Pasir Ris Link  #07-18 ,1,89,Strata,740200,-,8317,773,10-FEB-2014,Executive Condominium,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518151,East Region,Pasir Ris
THE QUINTET,42 Choa Chu Kang Street 64  #04-13 ,1,146,Strata,1338000,-,9164,851,10-FEB-2014,Executive Condominium,99 Yrs From 22/01/2003,2006,Resale,HDB,23,68,689104,West Region,Choa Chu Kang
ECOPOLITAN,138 Punggol Walk  #04-31 ,1,113,Strata,946800,-,8379,778,10-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,HDB,19,82,828700,North East Region,Punggol
LUSH ACRES,7 Fernvale Close  #15-16 ,1,140,Strata,1210400,-,8646,803,10-FEB-2014,Executive Condominium,99 Yrs From 13/02/2013,Uncompleted,New Sale,Private,28,79,797488,North East Region,Sengkang
SKYPARK RESIDENCES,3 Sembawang Crescent  #10-06 ,1,106,Strata,867000,-,8179,760,10-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SEA HORIZON,9 Pasir Ris Rise  #08-18 ,1,107,Strata,934000,-,8729,811,10-FEB-2014,Executive Condominium,99 Yrs From 25/02/2013,Uncompleted,New Sale,HDB,18,51,518084,East Region,Pasir Ris
WHITEWATER,23 Pasir Ris Street 72  #14-08 ,1,106,Strata,980000,-,9245,859,10-FEB-2014,Executive Condominium,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris
WATERWOODS,19 Punggol Field Walk  #17-11 ,1,160,Strata,1353658,-,8460,786,10-FEB-2014,Executive Condominium,99 Yrs From 11/03/2013,Uncompleted,New Sale,HDB,19,82,828748,North East Region,Punggol
WATERWOODS,17 Punggol Field Walk  #02-07 ,1,96,Strata,797641,-,8309,772,10-FEB-2014,Executive Condominium,99 Yrs From 11/03/2013,Uncompleted,New Sale,HDB,19,82,828747,North East Region,Punggol
FORESTVILLE,28 Woodlands Drive 16  #03-18 ,1,124,Strata,963070,-,7767,722,10-FEB-2014,Executive Condominium,99 Yrs From 06/08/2012,Uncompleted,New Sale,HDB,25,73,737768,North Region,Woodlands
1 CANBERRA,23 Canberra Drive  #10-47 ,1,98,Strata,788000,-,8041,747,10-FEB-2014,Executive Condominium,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768077,North Region,Yishun
FORESTVILLE,26 Woodlands Drive 16  #02-16 ,1,96,Strata,728640,-,7590,705,10-FEB-2014,Executive Condominium,99 Yrs From 06/08/2012,Uncompleted,New Sale,HDB,25,73,737882,North Region,Woodlands
LUSH ACRES,3 Fernvale Close  #07-08 ,1,115,Strata,1003700,-,8728,811,10-FEB-2014,Executive Condominium,99 Yrs From 13/02/2013,Uncompleted,New Sale,HDB,28,79,797486,North East Region,Sengkang
FORESTVILLE,36 Woodlands Drive 16  #12-35 ,1,185,Strata,1284415,-,6943,645,10-FEB-2014,Executive Condominium,99 Yrs From 06/08/2012,Uncompleted,New Sale,HDB,25,73,737772,North Region,Woodlands
ECOPOLITAN,138 Punggol Walk  #11-31 ,1,113,Strata,947100,-,8381,779,10-FEB-2014,Executive Condominium,99 Yrs From 04/12/2012,Uncompleted,New Sale,Private,19,82,828700,North East Region,Punggol
SKYPARK RESIDENCES,5 Sembawang Crescent  #08-10 ,1,106,Strata,890000,-,8396,780,07-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,7 Sembawang Crescent  #14-14 ,1,106,Strata,929500,-,8769,815,07-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757096,North Region,Sembawang
BISHAN LOFT,31 Bishan Street 11  #29-02 ,1,105,Strata,1388000,-,13219,1228,07-FEB-2014,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,HDB,20,57,579819,Central Region,Bishan
SKYPARK RESIDENCES,11 Sembawang Crescent  #13-23 ,1,148,Strata,1300500,-,8787,816,07-FEB-2014,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757058,North Region,Sembawang
FORESTVILLE,20 Woodlands Drive 16  #05-01 ,1,111,Strata,889730,-,8016,745,07-FEB-2014,Executive Condominium,99 Yrs From 06/08/2012,Uncompleted,New Sale,HDB,25,73,737879,North Region,Woodlands
